이메일 주소,이름,지역,진료과목,전화번호,웹사이트
neonadsl@naver.com,제너리스의원 연신내점,서울 은평구,,02-6949-5703,https://yeonsinnae.generless.com/
jdclinic3434@naver.com,제이디의원,서울 강남구,,02-523-7581,http://www.jdclinic.com/
"jfclinic0526@gmail.com, jfsyderma@naver.com",제이에프셀피부과의원,서울 강남구,,02-515-0526,http://www.jfclinic.com/
jmclinicsc@gmail.com,제이엠가정의학과의원,서울 서초구,,02-534-2090,https://jmhealth.co.kr/
jmskin77@gmail.com,제이엠김정민피부과의원,서울 서초구,,02-6953-1212,http://jmskin.co.kr
jayjunps@gmail.com,제이준성형외과의원,서울 강남구,,02-563-0530,https://www.youtube.com/@jayjunplasticsurgery9968
parkjk@jk-corp.co.kr,제이케이성형외과의원,서울 강남구,,02-3442-1142,https://www.jkplastic.com
help@jeilent.com,제일이비인후과의원,서울 강남구,,02-517-5085,http://jeilent.com
"wdcman@daum.net, wdcuman@daum.net",조병수의원,서울 강남구,,02-541-3991,http://www.신장.com/
jpclinic8830@naver.com,조앤박의원,서울 강남구,,02-517-8830,http://www.joandpark.com/
jomossi1212@naver.com,조은이비인후과의원,서울 금천구,,892-8575,https://joeunclinic.com
changchd@gmail.com,조창현내과의원,서울 성동구,,02-2297-0406,https://hyunim.mobidoc.us
ys-jeon1001@hanmail.net,중랑연세내과의원,서울 중랑구,,02-6956-1757,http://www.sandolhospital.com/
joongangos@naver.com,중앙정형외과의원,서울 동대문구,,02-953-2282,http://www.joongangclinic.com
joongangos@naver.com,중앙정형외과의원,서울 성북구,,02-912-2326,http://www.joongangclinic.com
juliet526@naver.com,지앤산부인과의원,서울 구로구,,02-852-2828,http://www.jiaen.co.kr
"baramsok@daum.net, huu@huu.kr",지인산부인과의원,서울 성북구,,02-923-8888,http://www.huu.kr
master@master.com,지힐링스퀘어의원,서울 강남구,,02-546-2575,http://www.gclinic.kr/
ugly3bros@gmail.com,차이마취통증의학과의원,서울 관악구,,02-884-0075,http://chypain.com/
chai-clinic@naver.com,차이의원,서울 마포구,,02-6933-6626,https://chaiclinic.co.kr
sielcha@hanmail.net,차인혜내과의원,서울 서초구,,02-3481-1919,http://drchaim.com/
chamdaunclinic@gmail.com,참다운내과의원,서울 종로구,,02-2272-9998,http://chamdaunclinic.com
charmloveos@naver.com,참사랑가정의원,서울 송파구,,02-407-7588,http://csros.com/
jihyuntaiyun@naver.com,참사랑의원,서울 노원구,,02-933-7575,https://chamsarang1075.com
jihyuntaiyun@naver.com,참사랑의원,서울 중구,,2233-7748,https://chamsarang1075.com
idcharm23@naver.com,참의원,서울 관악구,,02-838-3380,http://www.cclinic.kr
info@changskin.com,창피부과의원,서울 강남구,,02-538-3575,http://www.changskin.com
skinchae@naver.com,채희재피부과의원,서울 은평구,,02-385-3330,http://www.skinchae.co.kr
"joostyle99@naver.com, trustnhope@naver.com",청담글래시피부과의원,서울 강남구,,02-515-5255,https://booking.naver.com/booking/13/bizes/695390?theme=place&area=ple
naolclinic.kr@gmail.com,청담나올의원,서울 강남구,,02-741-2255,https://www.naolclinic.com
theoskinclinic@gmail.com,청담더오피부과의원,서울 강남구,,02-3444-0501,https://www.theoskinclinic.com
ruby_clinic@naver.com,청담루비의원,서울 강남구,,02-515-2005,https://www.rubyclinic-cheongdam.com/
drohhappy@hanmail.net,청담바롬의원,서울 용산구,,02-3275-7900,http://www.varom.kr/
jsale31@naver.com,청담보드레의원,서울 노원구,,02-6737-7776,https://www.cd-bodre.com/
docyjh@naver.com,청담비아이의원,서울 강남구,,02-501-2727,http://www.cdbi.co.kr/
bnaclinicofficial@gmail.com,청담비포앤애프터의원,서울 강남구,,02-544-1614,http://bnaclinic.co.kr/
"cheongdamcellclinic@naver.com, jhjang@carecrm.co.kr",청담셀의원,서울 강남구,,02-514-2225,https://booking.naver.com/booking/13/bizes/942672
info@ardenclinic.com,청담아르덴의원,서울 강남구,,02-518-1259,https://www.cheongdam-arden.com/
info@anneclinic.com,청담안느의원,서울 강남구,,02-545-2332,https://anneclinic.com/
"cheongdameclat_de@naver.com, swing1984@naver.com",청담에끌라드의원,서울 강남구,,02-6120-8888,http://www.eclatde.com
cdaceclinic@daum.net,청담에이스의원,서울 강남구,,02-511-8556,https://cdaceclinic.com
deesse2015@naver.com,청담여신성형외과의원,서울 강남구,,02-1800-2662,http://deesse.co.kr/main/main.php
webtick@gmail.com,청담오케이의원,서울 강남구,,02-3446-7588,http://www.okayps.com/
content.itsme.clinic@gmail.com,청담잇츠미의원,서울 강남구,,02-515-0555,http://itsme1.kr/
jeunex.ch@gmail.com,청담쥬넥스피부과의원,서울 강남구,,549-0025,https://www.jeunexclinic.com
heal2022@naver.com,청량힐정형외과의원,서울 동대문구,,02-967-7588,https://청량힐정형외과.com
angelcyy@naver.com,최윤영내과의원,서울 강북구,,02-982-7575,http://www.herdoctor.co.kr/
angelcyy@naver.com,최윤영산부인과의원,서울 은평구,,02-382-0220,http://www.herdoctor.co.kr/
contactus@k-cent.com,치유성형외과의원,서울 강남구,,0507-1387-1141,http://chiups.com
elcid707@naver.com,코넬비뇨의학과의원,서울 광진구,,02-468-8119,http://www.conel.co.kr
beautydr@hotmail.com,코앤유의원,서울 강서구,,02-2661-0567,http://www.conyou.co.kr
cohen@naver.com,코헨의원,서울 강남구,,02-568-2580,http://www.cohenclinic.co.kr/
collnaum1@gmail.com,콜나움의원,서울 강남구,,02-562-1374,http://collnaum.co.kr/
qdclinic@naver.com,큐디의원,서울 강남구,,02-514-1650,https://qdclinic.co.kr/
iyou0311@naver.com,클린앤미피부과의원,서울 마포구,,02-307-3375,http://www.cleannmi.co.kr
kyolseoul.reserve@gmail.com,키올의원,서울 서초구,,,https://kyol.world
targetps@kakao.com,타겟성형외과의원,서울 강남구,,02-545-0345,https://www.targetprs.com/
"timeless1034@gmail.com, tlskin@naver.com",타임리스피부과의원,서울 서대문구,,02-365-0077,http://www.tlkyodae.com
"timeless1034@gmail.com, tlskin@naver.com",타임리스피부과의원,서울 강남구,,02-2135-7960,http://www.tlkyodae.com
"timeless1034@gmail.com, tlskin@naver.com",타임리스피부과의원,서울 강동구,,02-441-7008,http://www.tlkyodae.com
"timeless1034@gmail.com, tlskin@naver.com",타임리스피부과의원,서울 서초구,,02-587-6883,http://www.tlkyodae.com
timereturn@naver.com,타임리턴의원,서울 영등포구,,02-6956-1661,http://timereturnclinic.com
tatoanw@naver.com,타토아의원,서울 강남구,,02-542-0222,https://tatoanw.co.kr
tatoanw@naver.com,타토아의원,서울 노원구,,02-,https://tatoanw.co.kr
tamgun@naver.com,탐의원,서울 강남구,,3444-5975,http://www.tamclinic.co.kr/
wjddufkk10@naver.com,태미안 의원,서울 중랑구,,02-529-2871,http://taemian.co.kr/
lbqfzscq@163.com,테크필피부과의원,서울 강남구,,02-568-7175,http://www.hayans.com/
triomphedr@naver.com,트리옹프닥터의원,서울 중구,,02-6237-7771,http://www.triomphedr.com
tipclinic@naver.com,티아이피재활의학과의원,서울 용산구,,02-6959-8228,http://tipclinic.co.kr/
ttps22@naver.com,티티성형외과의원,서울 강남구,,02-6953-7566,http://ttps.kr
webtick@gmail.com,파인드피부과의원,서울 강남구,,02-511-6004,http://www.pindderma.com/
pangpangclinic@naver.com,팽팽의원,서울 강남구,,1600-3300,https://booking.naver.com/booking/13/bizes/867219
purpleclinic@naver.com,퍼플의원,서울 송파구,,02-421-0613,https://www.purpleclinic.co.kr/
helpcustomer@naver.com,포레웰의원,서울 강남구,,02-6013-0079,https://talk.naver.com/profile/c/forewellclinic
foretskin@naver.com,포레피부과의원,서울 강남구,,02-2294-4888,https://youtube.com/@drleehaeun
pointupclinic@naver.com,포인트업의원,서울 강남구,,02-3446-9544,http://www.pointupclinic.co.kr
forhairgroup@gmail.com,포헤어의원,서울 강남구,,02-542-0424,https://www.forhair.co.kr
"_fullfaceclinickr@gmail.com, woodnote@gmail.com",풀페이스의원,서울 마포구,,02-332-2648,http://fullface.co.kr/
webtick@gmail.com,프리마피부과의원,서울 강서구,,2607-7574,https://www.primaderma.co.kr
primiclinic@gmail.com,프리미의원,서울 성동구,,070-5029-5131,https://primiclinic.com/
kihofood@naver.com,플레이트의원,서울 강남구,,02-2039-7863,https://clinicplate.com/
lovechannel99@hanmail.net,피그마리온의원,서울 강남구,,02-556-6308,http://pygmalion2020.com/
info@fineclinic.com,피네의원,서울 서초구,,02-514-8484,https://thefineclinic.com
