이메일 주소,이름,지역,진료과목,전화번호,웹사이트
neonadsl@naver.com,제너리스의원 연신내점,서울특별시 은평구,피부과,,https://yeonsinnae.generless.com/
chsnuh@gmail.com,서울대학교병원,서울특별시 종로구,피부과,,https://www.youtube.com/@snuhtv
minhoo.lee@samsung.com,강북삼성병원,서울특별시 종로구,피부과,,https://youtube.com/channel/UClp4EdAwhySzqnMWjKnh0gw
ji372@naver.com,단아의원,서울특별시 중구,피부과,,http://myeongdongclinic.com/
mdvision@nate.com,유앤아이의원 명동점,서울특별시 중구,피부과,,https://www.mduni114.co.kr/
admin@saamdang.com,사암당한의원 중랑점,서울특별시 중랑구,피부과,,http://www.saamdang.com
bluehillcl@naver.com,청구경희한의원 면목,서울특별시 중랑구,피부과,,https://myeonmok.bluehillclinic.com
mdvision@nate.com,유앤아이의원 수원점,경기도 수원시,피부과,,https://www.swuni114.co.kr/
dilis109@naver.com,데이뷰의원 분당점,경기도 성남시,피부과,,https://www.daybeauclinic12.com
webtick@gmail.com,분당정자 셀린의원,경기도 성남시,피부과,,https://www.cellinclinic10.com/clinicInfoCellin/selfReserve.php
nubebecs@nubebe.com,누베베한의원 분당,경기도 성남시,피부과,,https://www.nubebe.com
neonadsl@naver.com,제너리스의원 일산,경기도 고양시,피부과,,https://is.generless.com
neonadsl@naver.com,제너리스의원 부천점,경기도 부천시,피부과,,https://bc.generless.com
nubebecs@nubebe.com,누베베한의원 부천,경기도 부천시,피부과,,https://www.nubebe.com
webtick@gmail.com,미앤미의원 부천,경기도 부천시,피부과,,http://bc.mipretty.co.kr/
dilis109@naver.com,데이뷰의원 안양범계점,경기도 안양시,피부과,,https://www.daybeauclinic06.com/branch/
neonadsl@naver.com,제너리스의원 다산,경기도 남양주시,피부과,,https://ds.generless.com/
mdvision@nate.com,유앤아이의원 다산점,경기도 남양주시,피부과,,https://www.dsuni114.co.kr/
lucidsy85@naver.com,에미뜨의원 동탄,경기도 화성시,피부과,,http://emitclinic.com
content.itsme.clinic@gmail.com,잇츠미의원 평택고덕점,경기도 평택시,피부과,,http://www.itsme-clinic-pt.co.kr/
bem21c@naver.com,싱싱한의원 의정부,경기도 의정부시,피부과,,http://www.singsinghani.com
"miollin2424@naver.com, trustnhope@naver.com",미올린의원 시흥,경기도 시흥시,피부과,,https://booking.naver.com/booking/13/bizes/1249583
webtick@gmail.com,셀린의원 광명점,경기도 광명시,피부과,,https://www.cellinclinic6.com
siaclinicgm@gmail.com,시아의원 광명,경기도 광명시,피부과,,https://gwangmyeong.sia-clinic.com/
stroke2420@gmail.com,경기광주S한의원,경기도 광주시,피부과,,https://www.youtube.com/@%EA%B2%BD%EA%B8%B0%EA%B4%91%EC%A3%BCS%ED%95%9C%EC%9D%98%EC%9B%90
linehard@hanmail.net,도담한의원 군포산본,경기도 군포시,피부과,,http://www.dodamclinic.co.kr/
elintc@naver.com,하우림한의원 산본,경기도 군포시,피부과,,https://youtube.com/@painfairy23
webtick@gmail.com,셀린의원 하남미사점,경기도 하남시,피부과,,https://www.cellinclinic5.com/
skinart1004@naver.com,서울미라클피부과의원,경기도 하남시,피부과,,http://www.smiracleskin.com
beautyonmd@gmail.com,뷰티온의원 안성점,경기도 안성시,피부과,,https://anseong.beautyon.co.kr/
content.itsme.clinic@gmail.com,잇츠미의원 안성,경기도 안성시,피부과,,http://itsme-clinic-as.kr/
beautyonmd@gmail.com,뷰티온피부과의원 양주옥정점,경기도 양주시,피부과,,https://yangju.beautyon.co.kr/
happytaegyo@naver.com,해성산부인과의원,경기도 동두천시,피부과,,https://www.youtube.com/user/HappyBirth119
mdvision@nate.com,유앤아이의원 과천점,경기도 과천시,피부과,,https://www.gcuni114.co.kr/
boaz_ent@naver.com,강북보아스이비인후과의원,서울특별시 강북구,성형외과,,http://www.boazsleep.co.kr
webtick@gmail.com,미앤미의원 수유,서울특별시 강북구,성형외과,,http://sy.mipretty.co.kr/
office@clinichplus.com,에이치플러스 양지병원,서울특별시 관악구,성형외과,,http://www.newyjh.com/
tatoanw@naver.com,타토아의원 노원,서울특별시 노원구,성형외과,,https://tatoanw.co.kr
swer@paik.ac.kr,인제대학교 상계백병원,서울특별시 노원구,성형외과,,http://www.paik.ac.kr/sanggye/
ogncell-ddm@naver.com,오가나셀피부과의원 동대문점,서울특별시 동대문구,성형외과,,https://oganaskinddm.com
akrjsaud13@naver.com,마이닥터의원,서울특별시 동작구,성형외과,,http://www.mydrclinic.co.kr/
star16500@naver.com,스타1의원,서울특별시 서대문구,성형외과,,http://www.styleps.co.kr/
haenashin1225@gmail.com,베러미의원 강남,서울특별시 서초구,성형외과,,https://gangnam.bettermeclinic.co.kr/
shinederma11@gmail.com,샤인더마의원 왕십리,서울특별시 성동구,성형외과,,http://www.shinederma.com
dr_orthonam@naver.com,남정형외과의원,서울특별시 중랑구,성형외과,,https://www.doctornam.com
nikssuwon@gmail.com,닉스의원 수원,경기도 수원시,성형외과,,http://suwon.niksclinic.co.kr/
webtick@gmail.com,미앤미의원 일산,경기도 고양시,성형외과,,http://is.mipretty.co.kr/
selfishdocto@naver.com,맑고고운의원 용인점,경기도 용인시,성형외과,,http://yi-pureclinic.co.kr/
content.itsme.clinic@gmail.com,잇츠미의원 안산점,경기도 안산시,성형외과,,http://ans.its-me.co.kr/
webtick@gmail.com,미앤미의원 안산,경기도 안산시,성형외과,,http://as.mipretty.co.kr/
mdvision@nate.com,유앤아이의원 안양점,경기도 안양시,성형외과,,https://www.ayuni114.co.kr/
webtick@gmail.com,미앤미의원 범계,경기도 안양시,성형외과,,http://pc.branch.mimimi.co.kr/
beautyonmd@gmail.com,뷰티온의원 별내점,경기도 남양주시,성형외과,,https://byeolnae.beautyon.co.kr/
beautyonmd@gmail.com,뷰티온의원 평택고덕점,경기도 평택시,성형외과,,https://pyeongtaek.beautyon.co.kr/
mdvision@nate.com,유앤아이의원 의정부점,경기도 의정부시,성형외과,,https://www.ujbuni114.co.kr/
"m1073@shhosp.co.kr, shhosp7000@naver.com",시화병원,경기도 시흥시,성형외과,,http://www.shhosp.co.kr
lbeautyclinic@naver.com,엘뷰티의원,경기도 시흥시,성형외과,,http://lbeautyclinic.co.kr/
hangbokhanna@naver.com,서울여성병원,경기도 김포시,성형외과,,http://www.swhospital.co.kr/
doctors365@naver.com,닥터스피부과의원 광명철산,경기도 광명시,성형외과,,https://gwangmyeong.doctors365.co.kr
khk30697@naver.com,열린연세정형외과의원,경기도 군포시,성형외과,,http://www.yyos.co.kr/
"miollin2@naver.com, trustnhope@naver.com",미올린의원 오산,경기도 오산시,성형외과,,https://booking.naver.com/booking/13/bizes/691625
doctors365@naver.com,닥터스피부과의원 이천,경기도 이천시,성형외과,,https://icheon.doctors365.co.kr
cdmodelps@gmail.com,청담모델성형외과의원,경기도 이천시,성형외과,,http://www.modelps.com
magelan@dreamwiz.com,백외과의원 구리역,경기도 구리시,성형외과,,http://www.baekhospital.com/
hmc119@hyumc.com,한양대학교구리병원,경기도 구리시,성형외과,,http://guri.hyumc.com/
1260abc@naver.com,삼성신경정신과의원,경기도 여주시,성형외과,,http://www.samsung-clinic.kr/
hye505@naver.com,보셀르의원,경기도 양평군,성형외과,,https://www.ypbocelle.com/
ntrhko@ntrh.or.kr,국립교통재활병원,경기도 양평군,성형외과,,http://www.ntrh.or.kr
meclinic_g2@naver.com,VS라인의원 강남점,서울특별시 강남구,피부과,,http://vsline2.co.kr
kai4095@naver.com,압구정에스앤비안과의원,서울특별시 강남구,피부과,,https://snbeye.com/
blsclinicap@naver.com,압구정 BLS의원,서울특별시 강남구,피부과,,http://blsclinic3.com/
help@weedahm.com,위담한방병원,서울특별시 강남구,피부과,,http://www.weedahm.com/
essentialclinic2025@gmail.com,에센셜의원,서울특별시 서초구,피부과,,https://www.essentialclinic.co.kr/
"helpcustomer@naver.com, theomclinic@naver.com",일상의한의원,서울특별시 서초구,피부과,,https://myusualclinic.com/
mdvision@nate.com,유앤아이의원 잠실점,서울특별시 송파구,피부과,,https://www.jsuni114.co.kr/
hyunjungc91@gmail.com,베러미의원 잠실,서울특별시 송파구,피부과,,https://jamsil.bettermeclinic.co.kr/
shhcancer@naver.com,서울힐링요양병원,서울특별시 송파구,피부과,,http://www.seoulhealinghospital.co.kr
ntalmoknowledge@gmail.com,발머스한의원 잠실,서울특별시 송파구,피부과,,https://www.youtube.com/@talmo3
chuckshin22@naver.com,척신한의원,서울특별시 송파구,피부과,,https://www.chuckshin.co.kr/
hello.studioplanc@gmail.com,코비한의원 마포,서울특별시 마포구,피부과,,https://cobymapo.com/%EB%B0%B0%EB%86%8D%EC%B9%98%EB%A3%8C/
alexander89k@naver.com,본라인한의원 상암,서울특별시 마포구,피부과,,http://www.boneline.kr
cvlklinik7301@naver.com,CVL의원,서울특별시 마포구,피부과,,http://www.cvlklinik.com/
metaurology@gmail.com,서울메타비뇨의학과의원,서울특별시 마포구,피부과,,https://www.metauro.co.kr
doctors365@naver.com,닥터스피부과의원 공덕,서울특별시 마포구,피부과,,http://gongdeok.doctors365.co.kr/
timereturn@naver.com,타임리턴의원,서울특별시 영등포구,피부과,,http://timereturnclinic.com
mdvision@nate.com,유앤아이의원 여의도점,서울특별시 영등포구,피부과,,https://www.yuduni114.co.kr/
365tantanhani@gmail.com,365탄탄한의원,서울특별시 영등포구,피부과,,https://365tantan.imweb.me/
alexander89k@naver.com,본라인한의원 문래,서울특별시 영등포구,피부과,,http://boneline.kr
daeyoonkm@naver.com,대윤한방병원 영등포,서울특별시 영등포구,피부과,,http://www.daeyoonkm.co.kr
zebie@naver.com,빛울림한의원,서울특별시 종로구,피부과,,http://bitullim.com/
boneline8@naver.com,본라인한의원 을지로,서울특별시 종로구,피부과,,http://www.boneline.kr/theme/s007/index/boneline_03_view.php?wr_id=8
yirimhani@naver.com,이림한의원 서울시청점,서울특별시 중구,피부과,,https://booking.naver.com/booking/13/bizes/269616
webtick@gmail.com,화인통증의학과의원 신당,서울특별시 중구,피부과,,http://sindang.fine-mc.com/
central20@naver.com,신당센트럴이비인후과의원,서울특별시 중구,피부과,,https://sdcentralent-mo2.imweb.me
gopront10@naver.com,까치한의원 강서구,서울특별시 강서구,피부과,,https://choidoctor.com/
webtick@gmail.com,프리마피부과의원 강서,서울특별시 강서구,피부과,,https://www.primaderma.co.kr
hojclinic@naver.com,해온정한의원,서울특별시 강서구,피부과,,https://hojclinic.com
"asxvmprobertest@gmail.com, smart.journey.prober@gmail.com",에스엔재활의학과내과의원,서울특별시 노원구,피부과,,https://sites.google.com/view/snrmim
jsale31@naver.com,청담보드레의원,서울특별시 노원구,피부과,,https://www.cd-bodre.com/
"blue5814@naver.com, manofpro@gmail.com",애플산부인과의원 신림점,서울특별시 관악구,피부과,,https://booking.naver.com/booking/13/bizes/450013
jin3939@naver.com,바를정 한방병원,서울특별시 관악구,피부과,,https://barrrjung-hospital.co.kr/
chan6708@naver.com,어성초한의원,서울특별시 관악구,피부과,,https://eosungcho.imweb.me/
tnf17@naver.com,톡스앤필의원 강동천호,서울특별시 강동구,피부과,,https://booking.naver.com/booking/13/bizes/553160
"admin@maeil365.kr, purple-wave@naver.com",강동길동 매일365한의원,서울특별시 강동구,피부과,,http://www.maeil365.kr/
koreailsun3@hanmail.net,강동다나365한의원,서울특별시 강동구,피부과,,http://dana365.co.kr/
"odamaster00@gmail.com, webtick@gmail.com",오다한의원 둔촌,서울특별시 강동구,피부과,,https://dc.odamd.com/
cjle0317@hanmail.net,조정래한의원,서울특별시 강동구,피부과,,http://조정래한의원.com/
doctors365@naver.com,닥터스피부과의원 신도림,서울특별시 구로구,피부과,,https://sindorim.doctors365.co.kr/
samsfeel@naver.com,삼성필의원,서울특별시 동작구,피부과,,https://feel-clinic.co.kr/
arikim73@gmail.com,엘여성의원,서울특별시 동작구,피부과,,http://www.lwomenclinic.co.kr/
wei1211@naver.com,송가한의원,서울특별시 용산구,피부과,,https://booking.naver.com/booking/13/bizes/1163916
info@hosooclinic.com,호수의원,서울특별시 용산구,피부과,,http://www.hosooclinic.com/
babjyo@hanmail.net,아란의원,서울특별시 용산구,피부과,,https://www.aranclinic.co.kr/kr/
alexander89k@naver.com,본라인한의원 시청역점,서울특별시 중구,피부과,,http://boneline.kr
doctors365@naver.com,동대문 닥터스피부과의원,서울특별시 동대문구,피부과,,https://dongdaemun.doctors365.co.kr
steadylong@naver.com,365본맥한의원,서울특별시 성북구,피부과,,https://bonmaek.dothome.co.kr/
egoettu@gmail.com,365봄한의원,서울특별시 은평구,피부과,,http://www.365bom.com/default/sub3/sub01.php
yhhcw6@hanmail.net,똑바로정형외과의원,서울특별시 양천구,피부과,,http://똑바로정형외과.com
gotaret@gmail.com,포레스트피부과의원,서울특별시 양천구,피부과,,https://forestskin.co.kr
ahyunjae7680@gmail.com,아현재한의원,서울특별시 양천구,피부과,,https://ahyunjae.com/
baroyou@mail.com,바로유한의원 중랑면목동,서울특별시 중랑구,피부과,,http://www.baroyou.net/
"healingin@naver.com, nhealingin@naver.com",내몸사랑한의원,경기도 수원시,피부과,,https://www.youtube.com/@Dr.kangTV
"saintmary06@naver.com, stmary02@naver.com",세인트마리여성병원,경기도 수원시,피부과,,http://www.saintmary.kr/
yeonojae@naver.com,연오재한의원,경기도 고양시,피부과,,https://booking.naver.com/booking/13/bizes/889913
ilsanbaro@naver.com,일산바로한의원,경기도 고양시,피부과,,http://www.ilsanbaro.com/
mihana111@naver.com,용인미하나의원,경기도 용인시,피부과,,http://www.mi1.co.kr/
arneclinic.korea@gmail.com,아르네의원,경기도 안산시,피부과,,https://arne-clinic.com/
"da-general2@naver.com, daprs1@naver.com",디에이성형외과의원,서울특별시 강남구,성형외과,,http://www.daprs.com/
yaan09@naver.com,얀의원,서울특별시 강남구,성형외과,,https://yaanclinic.com
"nthecellskin@naver.com, thecellskin@naver.com",더셀피부과의원 강남본점,서울특별시 강남구,성형외과,,https://www.youtube.com/@thecellskin
zotaping@naver.com,핑슬림의원,서울특별시 서초구,성형외과,,https://pingclinic.kr
nartnavi2022@naver.com,리프업의원 잠실,서울특별시 송파구,성형외과,,https://youtu.be/uJSx1XM5yws?si=OyAlWzrDO8xeA0-u
admarketeam@gmail.com,포엘의원,서울특별시 송파구,성형외과,,https://www.foelclinic.com
reyoung@gmail.com,리영의원,서울특별시 송파구,성형외과,,http://www.reyoung.co.kr
"bespokeclinic@naver.com, nodcompany@naver.com",비스포크의원,서울특별시 마포구,성형외과,,https://www.youtube.com/@doctorilse
yuyu_0623@naver.com,에스탑의원,서울특별시 강서구,성형외과,,http://artline3.medirang.com/
roadps@naver.com,로드성형외과의원,서울특별시 강서구,성형외과,,http://www.roadps.co.kr/
fark0909@naver.com,메가비뇨의학과의원 신림역,서울특별시 관악구,성형외과,,http://www.uromega.kr
zue@k.dk,강동성심병원,서울특별시 강동구,성형외과,,http://www.kdh.or.kr
primiclinic@gmail.com,프리미의원,서울특별시 성동구,성형외과,,https://primiclinic.com/
garnetps100@gmail.com,가넷성형외과의원,서울특별시 강남구,성형외과,,http://www.garnetps.co.kr/?mik=place
drsun7500@naver.com,닥터선의원,서울특별시 용산구,성형외과,,http://drsunclinic.co.kr/
contact@hoan.clinic,호안의원,서울특별시 용산구,성형외과,,https://hoan.clinic/
bestpsclinic@naver.com,체리성형외과의원,서울특별시 서대문구,성형외과,,http://www.cherryps.com
oracleprs@naver.com,오라클성형외과의원 동대문점,서울특별시 동대문구,성형외과,,https://moracleprs4np.zaemit.com/
"yonseiclinic1@naver.com, yonseiclinic@yonseiclinic.net",연세신효선성형외과의원,서울특별시 강북구,성형외과,,http://www.yonseiclinic.net/
jmb1119@hih.or.kr,홍익병원,서울특별시 양천구,성형외과,,https://www.hih.or.kr/
whryaos@naver.com,고은미인의원,경기도 수원시,성형외과,,http://www.gounmiin.co.kr/
tatoawirye@naver.com,타토아의원 위례,경기도 성남시,성형외과,,http://tatoawi.co.kr
ssfmc@hanmail.net,미앤아이의원 성남,경기도 성남시,성형외과,,http://www.sn-meiclinic.co.kr/
i6043@paik.ac.kr,인제대학교일산백병원,경기도 고양시,성형외과,,http://www.paik.ac.kr/ilsan/
turtlefo@hanmail.net,베르나르의원,경기도 용인시,성형외과,,http://www.bernard.co.kr/
youyou531@hanmail.net,한나이브성형외과의원,경기도 안양시,성형외과,,http://beautifuleve.co.kr/main/
abloompsclinic@naver.com,에이블룸성형외과의원,서울특별시 강남구,피부클리닉,,https://abloomclinic.com/
1purum@gmail.com,푸름외과의원,서울특별시 강북구,피부클리닉,,http://www.purumveinclinic.com/
lovecure@hanmail.net,동의보감한의원,서울특별시 관악구,피부클리닉,,http://www.greencare365.com/
seongho0717@naver.com,경희오늘한의원,서울특별시 노원구,피부클리닉,,https://oneul.quv.kr/
angel_i_ped@naver.com,엔젤 i 의원,서울특별시 도봉구,피부클리닉,,https://angel-i.net
helpcustomer@naver.com,아이들소아청소년과의원,서울특별시 성동구,피부클리닉,,https://smartstore.naver.com/
iohoon@naver.com,아침한의원,서울특별시 종로구,피부클리닉,,http://www.damiindiet.com/
jeongonhani@gmail.com,정온한의원,경기도 남양주시,피부클리닉,,https://sites.google.com/view/jeongon
kmedjin@naver.com,고운몸한의원 평택,경기도 평택시,피부클리닉,,https://booking.naver.com/booking/13/bizes/261324?area=pll
official@woorimediclinic.kr,우리메디의원,경기도 평택시,피부클리닉,,https://www.woorimediclinic.kr
uoneclinic@naver.com,유원의원,경기도 의정부시,피부클리닉,,http://www.uoneclinic.com/
ahaped12@naver.com,아하소아청소년과의원,경기도 광주시,피부클리닉,,https://ahaped-mo.imweb.me
easyclinic365@naver.com,하남e편한메디컬의원,경기도 하남시,피부클리닉,,https://sites.google.com/view/easyclinic-365
em365dongtan@gmail.com,동탄이엠365의원,경기도 화성시,피부클리닉,,https://www.em365dongtan.co.kr/
siaclinicgn@gmail.com,시아의원,서울특별시 강남구,스킨클리닉,,https://gangnam.sia-clinic.com/
ksyclinic38@naver.com,김송이의원,서울특별시 강남구,스킨클리닉,,https://www.ksy-clinic.co.kr/
webtick@gmail.com,미앤미의원 강남,서울특별시 서초구,성형클리닉,,http://gn.branch.mimimi.co.kr/event/event_list.php
strider0622@naver.com,더케어클리닉의원,서울특별시 송파구,성형클리닉,,http://thecareclinic.kr
mendclinic.hannam@gmail.com,멘드의원,서울특별시 용산구,성형클리닉,,http://www.mendclinic.kr/
dltmfrl621@naver.com,스위스의원,경기도 수원시,성형클리닉,,http://www.swissbeauty.co.kr
apple_appn@naver.com,애플산부인과의원 분당,경기도 성남시,성형클리닉,,https://booking.naver.com/booking/13/bizes/444116
hswdreams@hanmail.net,365연세의원,서울 성동구,,02-2291-2211,https://365ysm-mo4.imweb.me
hello.studioplanc@gmail.com,감사한내과의원,서울 동대문구,,02-3298-6725,https://www.gamsahanclinic.com
mybeauty2010@naver.com,강가정의학과의원,서울 동대문구,,02-2244-2335,http://www.drkang4u.com/
mybeauty2010@naver.com,강가정의학과의원,서울 마포구,,02-337-8645,http://www.drkang4u.com/
"everscd01@naver.com, trustnhope@naver.com",강남닥터에버스의원,서울 강남구,,02-2138-0777,https://evers15.co.kr/
jmw2704@danacreative.kr,강남더슬림의원,서울 서초구,,02-547-9877,https://www.youtube.com/@slimTV
webtick@gmail.com,강남미앤미의원,서울 서초구,,02-567-1102,http://gn.branch.mimimi.co.kr/event/event_list.php
ilikedoc@naver.com,강남성모내과의원,서울 동작구,,02-581-7582,http://knsungmo.ilikedoc.kr
ilikedoc@naver.com,강남성모내과의원,서울 강남구,,02-459-0105,http://knsungmo.ilikedoc.kr
helpcustomer@naver.com,강남연세외과의원,서울 서초구,,02-522-1905,https://www.gnysbreast.com
mdvision@nate.com,강남유앤아이의원,서울 강남구,,02-6927-6022,http://www.uni114.co.kr
timetime2022@naver.com,강남타임의원,서울 강남구,,02-6353-0572,http://www.gangnamtime.com
periclinic@naver.com,강남피어리의원,서울 강남구,,02-515-0202,http://www.periclinic.com/
boaz_ent@naver.com,강북보아스이비인후과의원,서울 강북구,,02-980-1530,http://www.boazsleep.co.kr
st-pain@naver.com,강북성모내과의원,서울 강북구,,02-6011-3259,http://www.신통한성모.com/
dupaloclinic@gmail.com,강서신경외과의원,서울 강서구,,02-3663-2500,http://www.dupaloclinic.com/
support@exampledomain.com,강일연세이비인후과의원,서울 강동구,,02-427-0559,https://giyonsei.com
"drevers86@naver.com, trustnhope@naver.com",건대닥터에버스의원,서울 광진구,,02-6952-7131,https://www.evers25.co.kr/
goslim123@naver.com,고슬림외과의원,서울 강남구,,070-8657-4074,https://www.goslim.co.kr
info@kojungaclinic.co.kr,고정아의원,서울 강남구,,,http://kojungaclinic.co.kr/
gocheokeutteum@naver.com,고척으뜸내과의원,서울 구로구,,02-2687-7585,http://gcapexmed.com/
"goldjclinic123@naver.com, goldjclinic@naver.com, u003egoldjclinic123@naver.com",골드제이의원,서울 강남구,,02-501-7715,https://goldjclinic.com/
"dreamhealo@naver.com, trustnhope@naver.com",공덕닥터에버스의원,서울 마포구,,02-711-1606,https://evers16.co.kr/
master@gwsooclinic.com,관악수내과의원,서울 관악구,,02-871-1936,http://www.gwsooclinic.com
"khslaw@hanmail.net, psj5948@nate.com",관악오라클피부과의원,서울 관악구,,02-871-8301,http://www.oracleclinic.com/new/doc/net_main.php?netId=6&NVKWD
glowderm@naver.com,광피부과의원,서울 강남구,,02-566-2701,https://glowderm.kr/events
kudo@kudo.kr,구도피부과의원,서울 용산구,,02-749-5005,https://kudo.kr/ko
ilikedoc@naver.com,그대의봄여성의원,서울 광진구,,02-6223-0920,http://www.yourbom.com
geurimplasticsurgery@gmail.com,그림성형외과의원,서울 강남구,,543-5467,https://www.geurimplasticsurgery.co.kr/
"glowclinic@naver.com, trustnhope@naver.com",글로우의원,서울 서초구,,02-2039-2460,https://booking.naver.com/booking/13/bizes/563224
info@glowport.com,글로우포트의원,서울 강서구,,02-3662-6770,https://glowport.kr/
feelsogoodclinic@gmail.com,기분좋은피부과의원,서울 강남구,,02-512-1675,http://www.feelsogoodclinic.com
internationalcenter@gibbeum.com,기쁨소아청소년과의원,서울 노원구,,02-931-7724,http://www.gibbeumhospital.com/
kms@painzeroclinic.com,김민석재활의학과의원,서울 도봉구,,02-999-4811,http://www.painzeroclinic.com/
ksyclinic38@naver.com,김송이의원,서울 강남구,,02-6406-8443,https://www.ksy-clinic.co.kr/
saiur@msn.com,김인섭의원,서울 강남구,,02-529-4318,http://www.kimclinic.net
contact@yozmad.com,꼬모의원,서울 용산구,,,https://www.youtube.com/@Healer_moonji
webtick@gmail.com,꿈꾸는성형외과의원,서울 강남구,,02-552-3500,http://www.ggnps.com
ilggn@naver.com,나눔의원,서울 강북구,,986-8575,https://www.shareclinic.com/
na-medi@naver.com,나를위한산부인과의원,서울 강남구,,02-539-5004,https://na-medi.com
helpcustomer@naver.com,나만의즐거운플랜라라플랜의원,서울 송파구,,02-415-3268,http://www.lalaplanclinic.com
heaventree1075@naver.com,나무의원,서울 송파구,,02-422-7799,https://heaven-tree.co.kr/web/bbs/content.php?co_id=a01
dr_orthonam@naver.com,남정형외과의원,서울 중랑구,,02-2207-8275,https://www.doctornam.com
ilikedoc@naver.com,내일의원,서울 송파구,,02-3431-1500,http://nailsclinic.ilikedoc.kr
official@nuwaclinic.com,너와의원,서울 서초구,,02-581-1668,https://nuwaclinic.com
"doctorevers4@naver.com, trustnhope@naver.com",노원 닥터에버스의원,서울 노원구,,02-932-2010,https://www.evers4.co.kr
"company@noteprs.com, info@noteprs.com",노트성형외과의원,서울 서초구,,02-542-0030,http://www.noteprs.com
nuvclinic@gmail.com,누브의원,서울 강남구,,02-6207-7179,https://nuvclinic.com
admarketeam@gmail.com,뉴리즈의원,서울 송파구,,02-6951-0655,https://newrizz.co.kr/jamsil
newvecompany@gmail.com,뉴브의원,서울 강남구,,031-935-5375,https://www.newve-skinclinic.co.kr/
"example@gmail.com, newstarclinic@naver.com",뉴스타의원,서울 서초구,,02-514-6800,http://newstarclinic.co.kr/
nsdental@naver.com,늘사랑의원,서울 노원구,,02-979-0311,http://www.nsdental.co.kr
webtick@gmail.com,다움성형외과의원,서울 강남구,,02-538-5045,http://www.dawoomps.com/
dybe99@naver.com,다이브의원,서울 성북구,,02-3291-5570,https://dybeclinic.com
diaurology@gmail.com,다이아비뇨의학과의원,서울 마포구,,02-6375-9000,http://diauro.co.kr/
dia_clinic@naver.com,다이아의원,서울 서초구,,,http://www.diaclinic.co.kr
nhorycory@datena.kr,다태나의원,서울 송파구,,02-6952-6980,https://www.youtube.com/@haclinic
doctornewcell@gmail.com,닥터뉴셀의원,서울 강남구,,02-6956-2227,https://drnewcell.com/
drd.clinic8@gmail.com,닥터디자이너의원,서울 영등포구,,02-3667-4842,https://ydp.drdclinic.co.kr/s/zczh0
drd.clinic8@gmail.com,닥터디자이너의원,서울 강남구,,02-549-8883,https://ydp.drdclinic.co.kr/s/zczh0
doctormi119@gmail.com,닥터미성형외과의원,서울 서초구,,02-6258-8880,http://doctor-mi.com/_html/
drbasicclininc@gmail.com,닥터베이직의원,서울 강남구,,02-3448-0090,http://www.drbasic.co.kr/
doctors365@naver.com,닥터스피부과의원,서울 강남구,,1670-1637,http://gongdeok.doctors365.co.kr/
doctors365@naver.com,닥터스피부과의원,서울 구로구,,02-2634-9090,http://gongdeok.doctors365.co.kr/
doctors365@naver.com,닥터스피부과의원,서울 송파구,,02-420-7702,http://gongdeok.doctors365.co.kr/
