이메일 주소,이름,지역,진료과목,전화번호,웹사이트
"glowclinic@naver.com, trustnhope@naver.com",글로우의원,서울 서초구,,02-2039-2460,https://booking.naver.com/booking/13/bizes/563224
info@glowport.com,글로우포트의원,서울 강서구,,02-3662-6770,https://glowport.kr/
feelsogoodclinic@gmail.com,기분좋은피부과의원,서울 강남구,,02-512-1675,http://www.feelsogoodclinic.com
internationalcenter@gibbeum.com,기쁨소아청소년과의원,서울 노원구,,02-931-7724,http://www.gibbeumhospital.com/
kms@painzeroclinic.com,김민석재활의학과의원,서울 도봉구,,02-999-4811,http://www.painzeroclinic.com/
ksyclinic38@naver.com,김송이의원,서울 강남구,,02-6406-8443,https://www.ksy-clinic.co.kr/
saiur@msn.com,김인섭의원,서울 강남구,,02-529-4318,http://www.kimclinic.net
contact@yozmad.com,꼬모의원,서울 용산구,,,https://www.youtube.com/@Healer_moonji
webtick@gmail.com,꿈꾸는성형외과의원,서울 강남구,,02-552-3500,http://www.ggnps.com
ilggn@naver.com,나눔의원,서울 강북구,,986-8575,https://www.shareclinic.com/
na-medi@naver.com,나를위한산부인과의원,서울 강남구,,02-539-5004,https://na-medi.com
helpcustomer@naver.com,나만의즐거운플랜라라플랜의원,서울 송파구,,02-415-3268,http://www.lalaplanclinic.com
heaventree1075@naver.com,나무의원,서울 송파구,,02-422-7799,https://heaven-tree.co.kr/web/bbs/content.php?co_id=a01
dr_orthonam@naver.com,남정형외과의원,서울 중랑구,,02-2207-8275,https://www.doctornam.com
ilikedoc@naver.com,내일의원,서울 송파구,,02-3431-1500,http://nailsclinic.ilikedoc.kr
official@nuwaclinic.com,너와의원,서울 서초구,,02-581-1668,https://nuwaclinic.com
"doctorevers4@naver.com, trustnhope@naver.com",노원 닥터에버스의원,서울 노원구,,02-932-2010,https://www.evers4.co.kr
"company@noteprs.com, info@noteprs.com",노트성형외과의원,서울 서초구,,02-542-0030,http://www.noteprs.com
nuvclinic@gmail.com,누브의원,서울 강남구,,02-6207-7179,https://nuvclinic.com
admarketeam@gmail.com,뉴리즈의원,서울 송파구,,02-6951-0655,https://newrizz.co.kr/jamsil
newvecompany@gmail.com,뉴브의원,서울 강남구,,031-935-5375,https://www.newve-skinclinic.co.kr/
"example@gmail.com, newstarclinic@naver.com",뉴스타의원,서울 서초구,,02-514-6800,http://newstarclinic.co.kr/
nsdental@naver.com,늘사랑의원,서울 노원구,,02-979-0311,http://www.nsdental.co.kr
webtick@gmail.com,다움성형외과의원,서울 강남구,,02-538-5045,http://www.dawoomps.com/
dybe99@naver.com,다이브의원,서울 성북구,,02-3291-5570,https://dybeclinic.com
diaurology@gmail.com,다이아비뇨의학과의원,서울 마포구,,02-6375-9000,http://diauro.co.kr/
dia_clinic@naver.com,다이아의원,서울 서초구,,,http://www.diaclinic.co.kr
nhorycory@datena.kr,다태나의원,서울 송파구,,02-6952-6980,https://www.youtube.com/@haclinic
doctornewcell@gmail.com,닥터뉴셀의원,서울 강남구,,02-6956-2227,https://drnewcell.com/
drd.clinic8@gmail.com,닥터디자이너의원,서울 영등포구,,02-3667-4842,https://ydp.drdclinic.co.kr/s/zczh0
drd.clinic8@gmail.com,닥터디자이너의원,서울 강남구,,02-549-8883,https://ydp.drdclinic.co.kr/s/zczh0
doctormi119@gmail.com,닥터미성형외과의원,서울 서초구,,02-6258-8880,http://doctor-mi.com/_html/
drbasicclininc@gmail.com,닥터베이직의원,서울 강남구,,02-3448-0090,http://www.drbasic.co.kr/
doctors365@naver.com,닥터스피부과의원,서울 강남구,,1670-1637,http://gongdeok.doctors365.co.kr/
doctors365@naver.com,닥터스피부과의원,서울 구로구,,02-2634-9090,http://gongdeok.doctors365.co.kr/
doctors365@naver.com,닥터스피부과의원,서울 송파구,,02-420-7702,http://gongdeok.doctors365.co.kr/
doctors365@naver.com,닥터스피부과의원,서울 마포구,,02-702-3033,http://gongdeok.doctors365.co.kr/
doctors365@naver.com,닥터스피부과의원,서울 강북구,,02-6437-0082,http://gongdeok.doctors365.co.kr/
doctors365@naver.com,닥터스피부과의원,서울 서초구,,02-533-9333,http://gongdeok.doctors365.co.kr/
doctors365@naver.com,닥터스피부과의원 은평점,서울 은평구,,02-356-7572,http://eunpyeong.doctors365.co.kr
"drevers7060@naver.com, trustnhope@naver.com",닥터에버스의원,서울 마포구,,02-3144-2011,http://evers2.co.kr/
"drevers7060@naver.com, trustnhope@naver.com",닥터에버스의원,서울 강남구,,02-6949-1800,http://evers2.co.kr/
"drevers7060@naver.com, trustnhope@naver.com",닥터에버스의원,서울 강서구,,02-3663-2010,http://evers2.co.kr/
"dreversgr@naver.com, trustnhope@naver.com",닥터에버스의원,서울 구로구,,02-2138-2140,https://evers22.co.kr/
"lalalandrara@naver.com, trustnhope@naver.com",닥터에버스의원 목동,서울 양천구,,02-6956-2015,https://evers10.co.kr/
dr_wellness@naver.com,닥터웰니스의원,서울 강남구,,02-3447-3101,http://www.drwellness.co.kr
contact@drtakps.com,닥터탁성형외과의원,서울 서초구,,,https://drtakps.com
drpain@nate.com,닥터포유의원,서울 마포구,,02-334-8840,http://dr4u.co.kr/
drpain@nate.com,닥터포유의원,서울 종로구,,02-733-7582,http://dr4u.co.kr/
drpain@nate.com,닥터포유의원,서울 강북구,,02-983-1400,http://dr4u.co.kr/
ji372@naver.com,단아의원,서울 중구,,02-779-7412,http://myeongdongclinic.com/
webtick@gmail.com,당신만의가치벨유의원,서울 중구,,02-2039-7431,http://www.valu-clinic.kr/
daontheme@daum.net,대치더블유내과의원,서울 강남구,,02-539-9939,http://w-med.co.kr
daontheme@daum.net,대치더블유피부과의원,서울 강남구,,02-2038-0259,http://w-med.co.kr/
saemmulskin@gmail.com,대치샘물피부과의원,서울 강남구,,02-564-1191,http://saemmulclinic.co.kr/
sdhpain@gmail.com,대힐마취통증의학과의원,서울 양천구,,02-2654-0345,http://sdhpain.com/
thecclimd@naver.com,더끌림피부과의원,서울 송파구,,02-402-0220,http://www.the-cclim.co.kr/?r=p
derna.gangnam@gmail.com,더나의원,서울 서초구,,02-3478-8970,https://dernaclinic.com
dermaster123@naver.com,더마스터의원,서울 강남구,,02-563-7080,http://www.dermasterclinic.com/
mentor7870@naver.com,더멘토성형외과의원,서울 강남구,,0507-1311-7876,http://www.thementorps.com/
webtick@gmail.com,더뷰티성형외과의원,서울 서초구,,02-540-2280,http://www.beautyps.co.kr
"nthecellskin@naver.com, thecellskin@naver.com",더서울피부과의원,서울 강남구,,02-514-8575,https://www.youtube.com/@thecellskin
"nthecellskin@naver.com, thecellskin@naver.com",더셀피부과의원,서울 강남구,,02-564-1002,https://www.youtube.com/@thecellskin
theskinny2@naver.com,더스키니의원,서울 서초구,,,http://theskinny.co.kr
deraan2023@naver.com,더안청담의원,서울 강남구,,02-0000-0000,https://aanclinic.com
dark_nemesis@naver.com,더왈츠의원,서울 서초구,,02-2052-0002,https://thewalts.co.kr/
webtick@gmail.com,더원의원,서울 영등포구,,02-6953-0052,https://meast.theone114dyd.co.kr/index.php
dbalsl0005@gmail.com,더웰니스의원,서울 서초구,,,https://thewellnessclinic.co.kr/
doctor1h11@gmail.com,더이다의원,서울 중구,,02-533-6695,https://www.idaclinic.io/
strider0622@naver.com,더케어클리닉의원,서울 송파구,,02-6285-2021,http://thecareclinic.kr
micha87@naver.com,더탑성형외과의원,서울 강북구,,02-993-5000,http://thetop-ps.co.kr/
"pride@prideps.co.kr, theprideps2025@naver.com",더프라이드성형외과의원,서울 강남구,,02-549-8001,https://thepride.co.kr
thepeakclinic.cheongdam@gmail.com,더피크의원,서울 강남구,,02-6953-5874,http://thepeakclinic.com
donghwn@naver.com,더픽스성형외과의원,서울 강남구,,02-592-2860,http://Thefixps.com
dilis109@naver.com,데이뷰의원,서울 광진구,,02-465-7791,https://daybeauclinic08.com
dilis109@naver.com,데이뷰의원,서울 강남구,,02-2138-2225,https://daybeauclinic08.com
dilis109@naver.com,데이뷰의원,서울 영등포구,,02-2135-5664,https://daybeauclinic08.com
dilis109@naver.com,데이뷰의원 강서발산점,서울 강서구,,02-3665-0399,https://daybeauclinic01.com/branch/
dilis109@naver.com,데이뷰의원명동점,서울 중구,,02-6325-7771,https://daybeauclinic11.com
delphic.hr@gmail.com,델픽의원,서울 강남구,,02-511-8818,https://www.delphic.co.kr
doctors365@naver.com,동대문닥터스피부과의원,서울 동대문구,,02-6949-1201,https://www.doctors365.co.kr/branch/dongdaemun.php
ilikedoc@naver.com,동서제일의원,서울 강북구,,02-945-5767,http://dongseo.ilikedoc.kr
khs@dongins.com,동인외과의원,서울 금천구,,02-868-3523,http://www.dongins.com/index/
webtick@gmail.com,듀이디의원,서울 서초구,,02-2135-7225,http://www.dewydclinic.com/
clinic.deor@gmail.com,드올의원,서울 강남구,,02-6959-4688,http://deorclinic.com/
jstory76@naver.com,디마레의원,서울 강남구,,02-511-4414,http://www.dimare.co.kr/
diavclinic@gmail.com,디아브의원,서울 중구,,02-318-1314,https://diav.clinic
"da-general2@naver.com, daprs1@naver.com",디에이성형외과의원,서울 강남구,,02-515-4600,http://www.daprs.com/
official@da-dosan.com,디에이피부과의원,서울 강남구,,02-512-3300,https://www.daderma.com/
themderma@naver.com,디엠피부과의원,서울 강남구,,02-3445-0803,http://dmdermatology.co.kr/
contact@dodskinys.com,디오디피부과의원,서울 강남구,,02-6203-6263,http://dodskinys.com
contact@dodskinys.com,디오디피부과의원,서울 용산구,,02-6925-0409,http://dodskinys.com
lewis@abigtree.kr,디온의원,서울 송파구,,02-6949-3310,https://theonclinic-js.com
yhhcw6@hanmail.net,똑바로정형외과의원,서울 양천구,,2607-0001,http://똑바로정형외과.com
mkkim@gmail.com,라더마의원,서울 성북구,,02-922-7550,http://www.laderma.co.kr/
lara@laraps.co.kr,라라성형외과의원,서울 강남구,,02-532-8078,http://www.laraps.co.kr/
lavianps1000@gmail.com,라비앙의원,서울 강남구,,02-543-1000,https://www.youtube.com/@lavian/featured
laviche_clinic@naver.com,라비체의원,서울 강남구,,02-6346-1234,https://lavicheclinic.com/
lifeclinic7111@naver.com,라이프의원,서울 강남구,,02-529-7111,http://www.lifeclinic.co.kr/
webtick@gmail.com,라인앤뷰의원,서울 강남구,,02-1600-9833,https://www.linenview.com/
webtick@gmail.com,라인의정석의원,서울 서초구,,2260-2118,http://www.lineprettybody.com/
lineculture1@gmail.com,라인컬처의원,서울 강남구,,02-543-0070,http://www.line-culture.com/
m.minahh@hanmail.net,러쉬성형외과의원,서울 강남구,,02-6245-7575,http://www.lushps1.com/
"nredi_skin_official@naver.com, ntenriver@naver.com, redi_skin_official@naver.com, tenriver@naver.com",레디피부과의원,서울 서초구,,02-522-6227,https://youtube.com/피부일타민원장
info@reageau.com,레아주서울피부과의원,서울 강남구,,02-6954-7501,http://reageau.com
ladyuro11@gmail.com,레이디유로비뇨기과의원,서울 강남구,,,http://www.ladyuro.com/
repic.gn.official@gmail.com,레픽의원,서울 강남구,,02-6395-0312,https://repicclinic.com/
roadps@naver.com,로드성형외과의원,서울 강서구,,02-2699-9029,http://www.roadps.co.kr/
laurel@laurel.com,로렐의원,서울 강남구,,02-543-0407,https://www.laurelclinic.com/
lohascare@yahoo.co.kr,로하스가정의학과의원,서울 용산구,,02-790-7470,http://www.lohascare.org/index.asp
lunawclinic@naver.com,루나여성의원,서울 마포구,,02-6393-5530,http://lunaclinic.co.kr/
clinic.lumi@gmail.com,루미의원,서울 송파구,,02-419-1900,https://www.lumiclinic.co.kr/
"luelclinic@gmail.com, luelclinic@naver.com",루엘의원,서울 강남구,,02-514-1011,https://luelclinic.com/
webtick@gmail.com,루이샤의원,서울 강남구,,02-515-7588,http://www.louicha.com/
lupiel@lupiel.co.kr,루피엘의원,서울 강남구,,02-516-8890,http://www.lupiel.co.kr
lesommetclinic@naver.com,르쏘메의원,서울 강남구,,02-543-8754,https://lesommetclinic.com
hnpm0224@gmail.com,리네아의원,서울 강서구,,02-3662-7050,https://lineaclinic.co.kr
jnderm@daum.net,리뉴피부과의원,서울 동작구,,02-813-8111,http://renewskin.co.kr/
reraskino@gmail.com,리라피부과의원,서울 강남구,,02-512-4568,http://reraskin.com
reborncorea@gmail.com,리본의원,서울 동작구,,02-6964-8575,http://reborncorea.com/
libhibclinic@libhibclinic.com,리브힙의원,서울 서초구,,02-6204-8888,https://www.libhibclinic.com
yhj5881@naver.com,리비안의원,서울 강남구,,02-546-0159,http://rebian.itrocks.kr/
ilikedoc@naver.com,리앤미가정의학과의원,서울 마포구,,02-712-3035,http://riandmi.co.kr/
leenahn@naver.com,리앤안의원,서울 강동구,,02-482-6622,http://www.leeahnclinic.co.kr
webtick@gmail.com,리엘르의원,서울 마포구,,02-2088-2087,http://www.re-ele.com
webtick@gmail.com,리엘르의원,서울 중구,,02-3789-2086,https://md.re-ele.com/
"lieul@naver.com, switzskin@naver.com",리을피부과의원,서울 강남구,,02-511-1030,https://lieulseoul.com/
returnclinic21@gmail.com,리턴의원,서울 서초구,,,http://www.returnclinic.com/
nartnavi2022@naver.com,리프업의원,서울 송파구,,02-6428-0028,https://youtu.be/uJSx1XM5yws?si=OyAlWzrDO8xeA0-u
relieve5@naver.com,릴리브의원,서울 강남구,,02-2138-2775,https://www.relieveclinic.co.kr
mdsclinic@naver.com,마들수내과의원,서울 노원구,,02-6314-7575,http://www.madeulsoo.co.kr
madire@naver.com,마디신경외과의원,서울 강북구,,02-985-5015,https://madire.mobidoc.us/
marianneclinic@naver.com,마리앤여성의원,서울 서초구,,02-512-5652,https://booking.naver.com/booking/13/bizes/312939
ilikedoc@naver.com,마음속내과의원,서울 강서구,,02-2662-1222,http://maumsok.ilikedoc.kr/
akrjsaud13@naver.com,마이닥터의원,서울 동작구,,02-522-1020,http://www.mydrclinic.co.kr/
mindprs@mindprs.com,마인드성형외과의원,서울 서초구,,02-542-1006,http://www.mindprs.com
minepscom@gmail.com,마인성형외과의원,서울 강남구,,516-1175,http://www.mineps.com
mpleaders@naver.com,마포리더스내과의원,서울 마포구,,02-324-0077,https://mapoleaders.com
mapomedcoop@naver.com,마포의료복지사회적협동조합 무지개의원,서울 마포구,,02-326-0611,http://www.mapomedcoop.net/
pigges@daum.net,매직피부과의원,서울 강남구,,02-3453-3114,http://www.emagicskin.com
fark0909@naver.com,메가비뇨의학과의원,서울 관악구,,02-871-7575,http://www.uromega.kr
masonclinic@naver.com,메이슨의원,서울 서초구,,02-534-3900,https://masonclinic.kr/
maison433@naver.com,메종드엠의원,서울 서초구,,02-533-7001,https://mdem.co.kr
mendclinic.hannam@gmail.com,멘드의원,서울 용산구,,02-595-5110,http://www.mendclinic.kr/
urokhjna@naver.com,멘파워비뇨의학과의원,서울 강동구,,02-6958-7581,http://www.edgemenpower.com/
chun6698@naver.com,모다올의원,서울 강남구,,02-6481-0010,http://modaol.co.kr/
webtick@gmail.com,모델라인의원,서울 강남구,,1899-4969,http://bd.modellinemc.co.kr/
urgaia@naver.com,모리의원,서울 강남구,,02-562-8878,http://www.clicktalmo.com
rich@richhair.com,모리치피부과의원,서울 강남구,,02-518-6888,http://richhair.com/
moamanclinic@naver.com,모아만의원,서울 강남구,,02-543-0033,https://www.moaman.kr/
younghair337@naver.com,모아트의원,서울 강남구,,02-511-9966,https://www.youtube.com/channel/UCcIp614Det35Z00F4NtvsRQ
mohong306@naver.com,모앤제일의원,서울 강남구,,02-557-3312,http://www.moandjeil.com
e-mail.moemhair@gmail.com,모엠의원,서울 강남구,,02-552-0301,https://www.moem-hair.com/
moudaclinic@naver.com,모우다의원,서울 강남구,,02-6953-5890,https://moudaclinic.com
"mo1hairps@gmail.com, mo1hairps@naver.com",모원성형외과의원,서울 강남구,,02-543-1190,https://www.mo1.co.kr
doctors365@naver.com,목동닥터스피부과의원,서울 양천구,,02-6953-1775,https://mokdong.doctors365.co.kr
monsterclinic@naver.com,몬스터의원,서울 강남구,,02-543-2488,http://www.monsterclinic.com
moonclinic8@naver.com,문의원,서울 강남구,,02-3443-8979,http://www.moonclinic.co.kr/
"family6105@naver.com, momo6821@hanmail.net",미드나잇의원,서울 강남구,,02-515-7585,https://www.midnightclinic.co.kr
webtick@gmail.com,미래셀의원,서울 영등포구,,02-2634-4300,http://www.miraecell.com/
dr.woothera@gmail.com,미모던피부과의원,서울 강남구,,02-6207-5238,https://youtube.com/@닥터우쎄라
"mimodream_ch@naver.com, trustnhope@naver.com",미모드림의원,서울 강동구,,02-2038-2707,https://booking.naver.com/booking/13/bizes/196159
webtick@gmail.com,미앤미의원,서울 강동구,,470-1175,http://www.mipretty.co.kr
kimhhfm@naver.com,미앤아이의원,서울 마포구,,02-2061-6588,http://mw-meiclinic.co.kr
"jdwhang@empas.com, swing1984@naver.com",미예담산부인과의원,서울 강남구,,02-581-7500,http://www.miyedam.com/
"miindo6634@gmail.com, miindo9929@gmail.com",미인도의원,서울 강남구,,02-545-6634,http://www.miindoclinic.com
mizainps@naver.com,미자인의원,서울 강남구,,1599-3008,http://www.mizainsurgery.com
pkwangin@naver.com,미큐의원,서울 강남구,,313-4566,http://www.miqclinic.com
hyunmi3209@naver.com,민내과의원,서울 관악구,,02-835-6400,https://m.booking.naver.com/booking/13/bizes/937287?theme=place&area=pll
dbalsl0005@gmail.com,민앤민의원,서울 강남구,,0507-1377-0275,https://drminskin.com/
bodyupclinic@gmail.com,바디업의원,서울 강남구,,02-518-1011,https://www.bodyupclinic.com
"15874919@hanmail.net, huey75@gmail.com",바로바디의원,서울 송파구,,02-431-5714,http://barobadi.com/
babiline1004@naver.com,바비라인의원,서울 강남구,,02-546-6633,http://babiline-clinic.com/
hslee03@kma.org,박노준산부인과의원,서울 강동구,,02-483-3600,http://www.pnjobgy.com/
psjclinic@naver.com,박상준의원,서울 영등포구,,02-2039-9111,https://www.fitnessworld.co.kr/
zoeclinic@naver.com,박성주조에피부과의원,서울 강남구,,02-2058-0730,http://www.zoeclinic.com/
asp0804@naver.com,박앤박피부과의원,서울 관악구,,02-888-0750,http://www.parknpark.co.kr/
doc0915@naver.com,밝은내일내과의원,서울 금천구,,02-6933-0003,https://naeilclinic.modoo.link/
ilikedoc@naver.com,백민의원,서울 종로구,,02-3789-1937,http://baekmink.ilikedoc.kr/
vandsps@naver.com,밴스성형외과의원,서울 강남구,,02-511-7705,https://vandsps.com/
balance.lab.mm@gmail.com,밸런스랩성형외과의원,서울 강남구,,1661-8581,http://balancelab.kr
bettermemagok@naver.com,베러미의원,서울 강서구,,02-6349-9000,https://magoknaru.bettermeclinic.co.kr/
haenashin1225@gmail.com,베러미의원,서울 서초구,,1644-8180,https://gangnam.bettermeclinic.co.kr/
haenashin1225@gmail.com,베러미의원,서울 송파구,,,https://gangnam.bettermeclinic.co.kr/
hoo1465@nate.com,베스트웰피부과의원,서울 강남구,,02-511-3713,http://압구정피부과.kr/
ask@bethelskin.com,벧엘피부과의원,서울 강남구,,02-532-3110,http://bethelskin.com
bellebeauclinic@daum.net,벨뷰의원,서울 서초구,,02-533-1200,http://bellebeau.co.kr/
bellepointclinic@gmail.com,벨포인트의원,서울 강남구,,02-548-1358,https://bellepoint.co.kr
vosdrhong@gmail.com,보스피부과의원,서울 강남구,,1668-1800,https://www.vos.co.kr
chambarunmi@naver.com,본라인의원,서울 강남구,,02-562-1472,http://www.boneline.co.kr/
email.boneeye@boneeye.co.kr,본아이성형외과의원,서울 서초구,,02-1899-7233,http://www.boneeye.co.kr
email@bonyeon77.com,본연성형외과의원,서울 서초구,,02-6953-9016,https://www.bonyeon77.com
chosukkyong79@gmail.com,봄빛의원,서울 용산구,,02-6951-2870,https://www.bomvitclinic.com
vlprs@naver.com,뷔엘성형외과의원,서울 서초구,,,https://www.vlprs.com
beautybarplastic@gmail.com,뷰티바성형외과의원,서울 강남구,,02-535-5335,http://beautybarclinics.co.kr/
beautyblossom2025@gmail.com,뷰티블라썸의원,서울 마포구,,02-336-7511,https://beautyblossom.kr/
beautyonmd@gmail.com,뷰티온의원,서울 성북구,,02-6958-8299,https://dolgoji.beautyon.co.kr/event?seq=25
beautyquecnn@naver.com,뷰티크의원,서울 서초구,,02-535-2462,https://beautyqueclinic2.com/?utm_source=naver&utm_medium=referral&utm_campaign=PL_CN
beautyquecnn@naver.com,뷰티크의원,서울 동대문구,,02-2088-4842,https://beautyqueclinic2.com/?utm_source=naver&utm_medium=referral&utm_campaign=PL_CN
hihansen@hanmail.net,브라운아이의원,서울 서초구,,3477-7774,http://www.browneye.co.kr
wise@gmail.com,브라이트피부과의원,서울 영등포구,,02-6953-5730,https://brightskinseoul-kr.imweb.me/
vnplastic@naver.com,브이엔성형외과의원,서울 서초구,,02-599-1008,http://www.vnps.co.kr
"blancjou@naver.com, blangjou@gmail.com",블랑쥬의원,서울 서초구,,02-592-5500,http://www.blancjou.com
mdvision@nate.com,블루비뇨의학과의원,서울 영등포구,,02-2088-4340,https://www.ydpblueuro.co.kr/
"kti114@nate.com, license@php.net",비너스의원,서울 강동구,,02-3427-2103,http://www.02-3427-2103.kti114.net
"bespokeclinic@naver.com, nodcompany@naver.com",비스포크의원,서울 마포구,,02-6925-1777,https://www.youtube.com/@doctorilse
btps0518@naver.com,비티성형외과의원,서울 서초구,,,https://www.btprs.co.kr
medyams@naver.com,비티에프의원,서울 강남구,,02-542-4067,http://btfclinic.co.kr/
info@btq.co.kr,비티큐의원,서울 강남구,,070-4131-9048,https://www.btq.co.kr
vlifps2@naver.com,빌리프성형외과의원,서울 서초구,,02-567-5255,https://vlif.co.kr/06_etc/etc01.php
btnd@btnanda.com,빛이난다의원,서울 중구,,02-318-1102,http://btnanda.com
saryeoni_clinic@naver.com,사려니의원,서울 영등포구,,02-2671-3041,https://saryeoni-clinic.com/
sanso@naver.com,산소의원,서울 종로구,,02-733-7343,http://www.sansoclinic.co.kr
skim2696@hanmail.net,삼성강내과의원,서울 송파구,,02-407-7950,https://sites.google.com/view/skangim
ss-plus-med01@naver.com,삼성더건강내과의원,서울 강남구,,02-6953-0815,http://ssplusmed.com/
gsamsungtop@naver.com,삼성정형외과의원,서울 금천구,,02-858-3307,http://구로삼성탑정형외과.com
gsamsungtop@naver.com,삼성정형외과의원,서울 영등포구,,02-2068-8275,http://구로삼성탑정형외과.com
samsfeel@naver.com,삼성필의원,서울 동작구,,02-821-1001,https://feel-clinic.co.kr/
secretyong76@naver.com,상상의원,서울 강남구,,02-424-4895,http://www.ssppeum.com/
shinederma11@gmail.com,샤인더마의원,서울 성동구,,02-6951-1870,http://www.shinederma.com
shineyoungclinic@naver.com,샤인영의원,서울 광진구,,02-497-9191,http://www.shineyoungclinic.com/
01198765403@naver.com,샤인의원,서울 양천구,,02-2654-4440,http://shineclinic7.com/
01198765403@naver.com,샤인의원,서울 서초구,,02-542-1357,http://shineclinic7.com/
dilis109@naver.com,서울가정의학과의원,서울 마포구,,02-323-9102,https://daybeauclinic02.com/branch/
dilis109@naver.com,서울가정의학과의원,서울 서대문구,,02-395-6323,https://daybeauclinic02.com/branch/
dilis109@naver.com,서울가정의학과의원,서울 종로구,,02-722-3490,https://daybeauclinic02.com/branch/
dilis109@naver.com,서울가정의학과의원,서울 강북구,,02-945-1825,https://daybeauclinic02.com/branch/
dilis109@naver.com,서울가정의학과의원,서울 강서구,,02-2694-7500,https://daybeauclinic02.com/branch/
dilis109@naver.com,서울가정의학과의원,서울 강동구,,02-474-8281,https://daybeauclinic02.com/branch/
snubom2024@naver.com,서울늘봄메디칼내과의원,서울 구로구,,02-2675-3247,http://www.snuneulbom.com
seoulbonimclinic@gmail.com,서울본내과의원,서울 마포구,,02-3143-2220,https://www.seoulbon.co.kr/
drkoocokr@naver.com,서울삼성여성의원,서울 송파구,,02-2202-0230,http://www.drkoo.co.kr
"ssos@ssos.co.kr, support@gmail.com",서울삼성정형외과의원,서울 강서구,,02-2666-9677,http://www.ssos.co.kr
"ssos@ssos.co.kr, support@gmail.com",서울삼성정형외과의원,서울 광진구,,02-498-5505,http://www.ssos.co.kr
ilggn@naver.com,서울소아청소년과의원,서울 강동구,,02-479-1175,https://www.shareclinic.com/
ilggn@naver.com,서울소아청소년과의원,서울 강서구,,02-3665-1114,https://www.shareclinic.com/
idealja@naver.com,서울안내과의원,서울 마포구,,02-325-8708,https://www.littledoctor.co.kr/
"info@medica.com, moreekim@naver.com",서울유정갑외과의원,서울 서초구,,02-534-4205,http://www.seoulbreast.com/
dilis109@naver.com,서울의원,서울 노원구,,02-993-2161,https://daybeauclinic08.com
dilis109@naver.com,서울의원,서울 성북구,,02-997-2682,https://daybeauclinic08.com
dilis109@naver.com,서울의원,서울 은평구,,02-353-6410,https://daybeauclinic08.com
