hospital_name,institution_type,specialty,departments,address,sido,sigungu,dong,phone,website,email,representative,bed_count,doctor_count,established_date,ykiho
강남더슬림의원,의원,,,"서울특별시 서초구 신반포로 315, 삼덕빌딩 4층 (잠원동)",서울,서초구,잠원동,02-547-9877,https://www.youtube.com/@slimTV,"jmw2704@danacreative.kr, yt-support-solutions-kr@google.com",대한지방,0,2,20170713,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzExIyQyIyQ3IyQwMCQyNjEwMDIjNjEjJDEjJDAjJDgz
강남미앤미의원,의원,,,"서울특별시 서초구 강남대로 439, 유화빌딩 8층 901호 (서초동)",서울,서초구,서초동,02-567-1102,http://gn.branch.mimimi.co.kr/event/event_list.php,webtick@gmail.com,이환석,0,1,20070315,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzExIyQxIyQ3IyQwMyQzNjE4MzIjNTEjJDEjJDIjJDgz
강남삼성성형외과의원,의원,,,"서울특별시 강남구 강남대로 506, 광명빌딩 5층 502호 (논현동)",서울,강남구,논현동,02-3477-4700,https://youtube.com/@bstps,yt-support-solutions-kr@google.com,,0,1,20031203,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzUxIyQxIyQ1IyQ3OSQyNjEwMDIjNDEjJDEjJDgjJDgz
강남성모내과의원,의원,,,"서울특별시 동작구 동작대로 89, 골든시네마타워 6층 602-1호 (사당동)",서울,동작구,사당동,02-581-7582,http://knsungmo.ilikedoc.kr,"abcd@email.com, ilikedoc@naver.com, jgkim@interactivy.com, khahn@interactivy.com",김미경,0,1,20021224,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzQxIyQxIyQ3IyQxMyQyNjEwMDIjNTEjJDEjJDIjJDgz
강남성모내과의원,의원,,,"서울특별시 강남구 개포로 615, 4층 402-2호 (개포동, 석탑프라자)",서울,강남구,개포동,02-459-0105,http://knsungmo.ilikedoc.kr,"abcd@email.com, ilikedoc@naver.com, jgkim@interactivy.com, khahn@interactivy.com",김미경,0,1,20170905,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzExIyQxIyQ3IyQxMyQzNjE4MzIjNzEjJDEjJDgjJDgz
강남역데이원의원,의원,,,"서울특별시 서초구 강남대로 423, 한승빌딩 4층 402호 (서초동)",서울,서초구,서초동,02-594-5001,https://www.youtube.com/@DayoneClinicDrChan,yt-support-solutions-kr@google.com,,0,1,20191203,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzIxIyQxIyQxIyQ5OSQyNjE0ODEjNDEjJDEjJDgjJDgz
강남연세외과의원,의원,,,"서울특별시 서초구 강남대로53길 7, 강남애니타워 401,402호 (서초동)",서울,서초구,서초동,02-522-1905,https://www.gnysbreast.com,helpcustomer@naver.com,,0,1,20240731,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzMxIyQxIyQ3IyQ3MiQzNjEyMjIjNzEjJDEjJDgjJDgz
강남우태하피부과의원,의원,,,"서울특별시 강남구 강남대로 370, 5층 (역삼동, 강남클리닉빌딩)",서울,강남구,역삼동,02-567-1675,http://wooskin.co.kr/2014_wooskin/,hosting@gabia.com,,0,1,20020419,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzIxIyQyIyQxIyQwMCQzNjE4MzIjNjEjJDEjJDgjJDgz
강남유앤아이의원,의원,,,"서울특별시 강남구 강남대로 470, 808타워 6층 (역삼동)",서울,강남구,역삼동,02-6927-6022,http://www.uni114.co.kr,mdvision@nate.com,허찬,0,12,20180329,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzMxIyQxIyQ3IyQ3OSQ0NjE0ODEjNjEjJDEjJDQjJDgz
강남의원,의원,,,"서울특별시 종로구 자하문로 58, 4층 (창성동, 강락빌딩)",서울,종로구,창성동,02-737-2880,https://youtube.com/@iMEDTV-xc8go,yt-support-solutions-kr@google.com,,0,1,20120619,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzExIyQxIyQzIyQ5MiQzNjEyMjIjODEjJDEjJDIjJDgz
강남의원,의원,,,"서울특별시 강북구 오현로32길 4-8, (번동, 동보프라자빌딩)",서울,강북구,번동,02-987-1124,https://youtube.com/@iMEDTV-xc8go,yt-support-solutions-kr@google.com,,0,1,20050205,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzIxIyQxIyQ1IyQ2MiQ0NjEwMDIjNjEjJDEjJDgjJDgz
강남의원,의원,,,"서울특별시 송파구 마천로51길 2, 2층 (마천동, 수정빌딩)",서울,송파구,마천동,02-408-7999,https://youtube.com/@iMEDTV-xc8go,yt-support-solutions-kr@google.com,,0,1,20110803,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzIxIyQxIyQ5IyQ3OSQyNjEyMjIjNTEjJDEjJDYjJDgz
강남타임의원,의원,,,"서울특별시 강남구 강남대로 476, urbanhive 9층 (논현동)",서울,강남구,논현동,02-6353-0572,http://www.gangnamtime.com,timetime2022@naver.com,,0,3,20220712,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzMxIyQxIyQ3IyQ4OSQzNjE4MzIjNDEjJDEjJDgjJDgz
강남피어리의원,의원,,,"서울특별시 강남구 강남대로 590, 10층 (논현동, 미혜빌딩)",서울,강남구,논현동,02-515-0202,http://www.periclinic.com/,periclinic@naver.com,편근석,0,1,20110830,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzMxIyQxIyQ3IyQ4OSQzNjE4MzIjNjEjJDEjJDAjJDgz
강동오아로피부과의원,의원,,,"서울특별시 강동구 고덕로 262, 고덕역 효성해링턴 타워 더퍼스트 404~406호 (명일동)",서울,강동구,명일동,02-427-6556,http://oarogd.com,team@madeinreal.com,,0,3,20201211,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzQxIyQyIyQ3IyQwMCQzNjEyMjIjODEjJDEjJDYjJDgz
강북보아스이비인후과의원,의원,,,"서울특별시 강북구 도봉로 242, 한국전력 강북성북지사 2층 1호 (미아동)",서울,강북구,미아동,02-980-1530,http://www.boazsleep.co.kr,"boaz_ent@naver.com, boazent@boazent.net",이미지,0,5,20130801,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzIxIyQxIyQxIyQxMyQyNjEyMjIjNDEjJDEjJDgjJDgz
강북서울외과의원,의원,,,"서울특별시 강북구 솔샘로 233, (미아동)",서울,강북구,미아동,02-988-4640,http://www.kbseoulsurgery.co.kr/,hosting@gabia.com,이기문,0,1,20011212,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzUxIyQyIyQ1IyQwMCQzNjE0ODEjNDEjJDEjJDgjJDgz
강북성모내과의원,의원,,,"서울특별시 강북구 도봉로 205, 3층 (미아동)",서울,강북구,미아동,02-6011-3259,http://www.신통한성모.com/,st-pain@naver.com,프로필,0,1,20240229,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzIxIyQxIyQ1IyQ4MiQ0NjEwMDIjNDEjJDEjJDQjJDgz
강서365의원,의원,,,"서울특별시 강서구 화곡로 110, 3층 (화곡동)",서울,강서구,화곡동,02-2606-6646,https://bit.ly/40yAMgV,c2f3682ab76b520a22a12ad8978f0e9b@techlist.com,이미지,0,1,20220117,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzIxIyQxIyQ5IyQ5MiQzNjE0ODEjODEjJDEjJDIjJDgz
강서비뇨기과의원,의원,,,"서울특별시 강서구 양천로 73, 302호 (방화동)",서울,강서구,방화동,02-2662-9285,https://www.youtube.com/@MEGA_UrologyClinic,yt-support-solutions-kr@google.com,조시완입,0,1,19950104,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzQxIyQxIyQ3IyQ4OSQzNjEwMDIjODEjJDEjJDYjJDgz
강서신경외과의원,의원,,,"서울특별시 강서구 강서로56길 106, 화운빌딩 2,3,4,5층 (등촌동)",서울,강서구,등촌동,02-3663-2500,http://www.dupaloclinic.com/,dupaloclinic@gmail.com,하승주,0,1,19980507,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzMxIyQxIyQ3IyQ4MiQyNjEyMjIjNTEjJDEjJDIjJDgz
강서톡스앤필의원,의원,,,"서울특별시 강서구 공항대로 190, 푸리마타워 2층 201~207호 (마곡동)",서울,강서구,마곡동,02-6958-8688,http://www.toxnfill32.com/,bbg@bbgnetworks.com,피부,0,1,20240410,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzIxIyQxIyQ5IyQ4MiQzNjE0ODEjNjEjJDEjJDQjJDgz
강일연세이비인후과의원,의원,,,"서울특별시 강동구 아리수로93나길 26, 성산타워 3층 304,305호 (강일동)",서울,강동구,강일동,02-427-0559,https://giyonsei.com,support@exampledomain.com,약력,0,1,20201020,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzMxIyQxIyQ3IyQxMyQyNjE0ODEjNzEjJDEjJDgjJDgz
갤러리아피부과의원,의원,,,"서울특별시 성북구 길음로 11, 근린생활시설동 2층 206,207,212호 (길음동, 길음역롯데캐슬트윈골드아파트)",서울,성북구,길음동,02-941-2313,https://galleriaskinsb.com,hosting@gabia.com,,0,2,20240709,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzMxIyQyIyQ3IyQwMCQzNjEyMjIjNTEjJDEjJDIjJDgz
건대닥터에버스의원,의원,,,"서울특별시 광진구 능동로 87, 203~209-1호 (자양동)",서울,광진구,자양동,02-6952-7131,https://www.evers25.co.kr/,"drevers86@naver.com, trustnhope@naver.com",성민정,0,1,20250813,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzIxIyQxIyQ1IyQ5OSQzNjEwMDIjNTEjJDEjJDYjJDgz
건대성모외과의원,의원,,,"서울특별시 광진구 아차산로 226, 성용빌딩 4층 (자양동)",서울,광진구,자양동,02-498-7000,http://www.kusurgery.com/,hosting@gabia.com,장원철,0,1,20220203,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzIxIyQxIyQ5IyQxMyQzNjEyMjIjNTEjJDEjJDYjJDgz
건대톡스앤필의원,의원,,,"서울특별시 광진구 아차산로 237, 삼진빌딩 3, 5층 (화양동)",서울,광진구,화양동,02-6235-1567,http://www.toxnfill6.com/,bbg@bbgnetworks.com,피부,0,3,20191023,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzMxIyQxIyQ3IyQ2MiQzNjE4MzIjODEjJDEjJDIjJDgz
고려금비뇨기과의원,의원,,,"서울특별시 영등포구 여의나루로 53-1, 대오빌딩 7층 701호 (여의도동)",서울,영등포구,여의도동,02-784-7582,http://urokum.com,name@domain.com,,0,1,20021127,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzMxIyQxIyQ3IyQ4MiQyNjE4MzIjNjEjJDEjJDQjJDgz
고슬림외과의원,의원,,,"서울특별시 강남구 도산대로 122, 에메랄드타워 13층 (논현동)",서울,강남구,논현동,070-8657-4074,https://www.goslim.co.kr,goslim123@naver.com,,0,1,20231103,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzIxIyQxIyQ5IyQwMyQ0NjEwMDIjNjEjJDEjJDQjJDgz
고은미즈의원,의원,,,"서울특별시 노원구 동일로 1553, (상계동)",서울,노원구,상계동,02-3392-3338,http://www.gomiz.co.kr,hosting@gabia.com,,0,1,20100308,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzMxIyQxIyQ3IyQxMyQzNjE0ODEjNTEjJDEjJDIjJDgz
고정아의원,의원,,,"서울특별시 강남구 도산대로 134, 11층 (논현동, 페이토빌딩)",서울,강남구,논현동,,http://kojungaclinic.co.kr/,info@kojungaclinic.co.kr,,0,1,20170511,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzExIyQyIyQzIyQwMCQ0NjEwMDIjNTEjJDEjJDYjJDgz
고척으뜸내과의원,의원,,,"서울특별시 구로구 경인로43길 49, B동 201호 (고척동, 고척아이파크)",서울,구로구,고척동,02-2687-7585,http://gcapexmed.com/,gocheokeutteum@naver.com,원장님을,0,3,20230525,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzExIyQxIyQzIyQ5OSQzNjEwMDIjODEjJDEjJDYjJDgz
골드제이의원,의원,,,"서울특별시 강남구 테헤란로 408, 대치빌딩 6층 6호 (대치동)",서울,강남구,대치동,02-501-7715,https://goldjclinic.com/,"goldjclinic123@naver.com, goldjclinic@naver.com, u003egoldjclinic123@naver.com",초청,0,1,20220311,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzIxIyQxIyQ1IyQwMyQyNjE0ODEjNjEjJDEjJDQjJDgz
공간성형외과의원,의원,,,"서울특별시 강남구 강남대로 616, 신사미타워 15층 (신사동)",서울,강남구,신사동,02-511-2230,https://www.gongganprs.com,yt-support-solutions-kr@google.com,채널로,0,1,20240327,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzIxIyQxIyQ5IyQ2MiQyNjEyMjIjNjEjJDEjJDAjJDgz
공덕닥터에버스의원,의원,,,"서울특별시 마포구 도화길 43, 나눔빌딩 3층 303,304,309,310호 (도화동)",서울,마포구,도화동,02-711-1606,https://evers16.co.kr/,"dreamhealo@naver.com, trustnhope@naver.com",벨로테로,0,4,20240719,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzIxIyQxIyQ5IyQwMyQ0NjE0ODEjNDEjJDEjJDgjJDgz
관악수내과의원,의원,,,"서울특별시 관악구 남부순환로 1810, 2층 (봉천동)",서울,관악구,봉천동,02-871-1936,http://www.gwsooclinic.com,"0e6a29e4756740a8a63493e912ba2174@sentry.wixpress.com, 2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com, 271e9fa3230b4eec94b02bf95780f5f2@sentry.wixpress.com, 460ff4620fa44cba8df530afde949785@sentry.wixpress.com, 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com, 88170cb0c9d64f94b5821ca7fd2d55a4@sentry-next.wixpress.com, 8c4075d5481d476e945486754f783364@sentry.io, 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com, 9a65e97ebe8141fca0c4fd686f70996b@sentry.wixpress.com, baf30a2b91654c5a840931f0137bed30@sentry.wixpress.com, c183baa23371454f99f417f6616b724d@sentry.wixpress.com, dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com, ed436f5053144538958ad06a5005e99a@sentry.wixpress.com, master@gwsooclinic.com",,0,2,20170920,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzExIyQxIyQzIyQ3OSQyNjE4MzIjODEjJDEjJDIjJDgz
관악오라클피부과의원,의원,,,"서울특별시 관악구 관악로 217, 5층 (봉천동, 동진빌딩)",서울,관악구,봉천동,02-871-8301,http://www.oracleclinic.com/new/doc/net_main.php?netId=6&NVKWD,"khslaw@hanmail.net, psj5948@nate.com",이영숙,0,1,20090211,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzExIyQxIyQ3IyQ2MiQzNjEwMDIjNTEjJDEjJDIjJDgz
광피부과의원,의원,,,"서울특별시 강남구 도산대로 318, SB타워 14층 3,4호 (논현동)",서울,강남구,논현동,02-566-2701,https://glowderm.kr/events,glowderm@naver.com,조광현,0,1,20240517,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzUxIyQxIyQxIyQxMyQyNjE0ODEjNDEjJDEjJDQjJDgz
구도피부과의원,의원,,,"서울특별시 용산구 독서당로 124, 3층 (한남동)",서울,용산구,한남동,02-749-5005,https://kudo.kr/ko,kudo@kudo.kr,,0,1,20230224,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzUxIyQxIyQ1IyQ4OSQzNjEyMjIjNDEjJDEjJDgjJDgz
구로제일정형외과의원,의원,,,"서울특별시 구로구 구로동로 118, 2층 (구로동)",서울,구로구,구로동,02-853-7555,http://seumjeil.com,"0e6a29e4756740a8a63493e912ba2174@sentry.wixpress.com, 271e9fa3230b4eec94b02bf95780f5f2@sentry.wixpress.com, 460ff4620fa44cba8df530afde949785@sentry.wixpress.com, 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com, 8c30b2581acc426badc414e8a5dc04ef@sentry.wixpress.com, 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com, baf30a2b91654c5a840931f0137bed30@sentry.wixpress.com, c183baa23371454f99f417f6616b724d@sentry.wixpress.com, dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com, ed436f5053144538958ad06a5005e99a@sentry.wixpress.com",강호성,0,1,20040915,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQyIyQ3IyQwMCQ0NjEwMDIjODEjJDEjJDIjJDgz
그대의봄여성의원,의원,,,"서울특별시 광진구 능동로 290, 삼일빌딩 2층 (능동)",서울,광진구,능동,02-6223-0920,http://www.yourbom.com,"abcd@email.com, ilikedoc@naver.com, jgkim@interactivy.com, khahn@interactivy.com",김미경,0,2,20210107,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzQxIyQxIyQ3IyQ5MiQyNjE4MzIjNTEjJDEjJDYjJDgz
그림성형외과의원,의원,,,"서울특별시 강남구 언주로 641, 펜트힐 루 논현 2층 219~226호 (논현동)",서울,강남구,논현동,543-5467,https://www.geurimplasticsurgery.co.kr/,"drkoo@drkoojeju.com, geurimplasticsurgery@gmail.com",,0,1,20071009,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzQxIyQxIyQ3IyQ2MiQzNjEwMDIjNDEjJDEjJDgjJDgz
글로우의원,의원,,,"서울특별시 서초구 강남대로 337, 11층 (서초동)",서울,서초구,서초동,02-2039-2460,https://booking.naver.com/booking/13/bizes/563224,"glowclinic@naver.com, trustnhope@naver.com",,0,1,20210701,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzExIyQyIyQzIyQwMCQyNjEwMDIjODEjJDEjJDIjJDgz
글로우포트의원,의원,,,"서울특별시 강서구 화곡로68길 3, 3층 일부호 (등촌동)",서울,강서구,등촌동,02-3662-6770,https://glowport.kr/,info@glowport.com,,0,1,20251222,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzMxIyQxIyQzIyQ3OSQ0NjEwMDIjNjEjJDEjJDAjJDgz
글로웰의원,의원,,,"서울특별시 영등포구 의사당대로1길 34, 302호 (여의도동, 인영빌딩)",서울,영등포구,여의도동,02-2631-9900,https://www.youtube.com/channel/UC4QQoSyFPbvnYW0zQNZIIKw,yt-support-solutions-kr@google.com,,0,3,20021230,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzIxIyQyIyQxIyQwMCQzNjEyMjIjNTEjJDEjJDYjJDgz
기분좋은피부과의원,의원,,,"서울특별시 강남구 도산대로 211, 동현빌딩 4층 (신사동)",서울,강남구,신사동,02-512-1675,http://www.feelsogoodclinic.com,feelsogoodclinic@gmail.com,이미지,0,3,20120507,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzExIyQxIyQzIyQ4OSQzNjE4MzIjNTEjJDEjJDIjJDgz
기쁨소아청소년과의원,의원,,,"서울특별시 노원구 동일로216길 70, 1층 (상계동, 상계주공4단지아파트)",서울,노원구,상계동,02-931-7724,http://www.gibbeumhospital.com/,internationalcenter@gibbeum.com,,0,1,20170428,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzExIyQxIyQzIyQ5OSQzNjEwMDIjNTEjJDEjJDYjJDgz
김민석재활의학과의원,의원,,,"서울특별시 도봉구 노해로63길 78, (창동)",서울,도봉구,창동,02-999-4811,http://www.painzeroclinic.com/,kms@painzeroclinic.com,,0,1,19990422,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ1IyQ4MiQzNjEyMjIjNjEjJDEjJDgjJDgz
김송이의원,의원,,,"서울특별시 강남구 선릉로158길 15, 1층 (청담동)",서울,강남구,청담동,02-6406-8443,https://www.ksy-clinic.co.kr/,ksyclinic38@naver.com,,0,3,20201228,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzQxIyQxIyQ3IyQ2MiQzNjEwMDIjODEjJDEjJDIjJDgz
김연진의 퓨린피부과의원,의원,,,"서울특별시 서초구 잠원로 24, 4층 401,416호호 (반포동, 반포자이프라자)",서울,서초구,반포동,3477-7070,http://www.pureen.co.kr,example@company.com,,0,3,20070427,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzIxIyQxIyQ5IyQ3MiQzNjE0ODEjODEjJDEjJDYjJDgz
김인섭의원,의원,,,"서울특별시 강남구 논현로 64, 삼우빌딩 3층 (개포동)",서울,강남구,개포동,02-529-4318,http://www.kimclinic.net,saiur@msn.com,,0,1,20210709,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQyIyQzIyQwMCQzNjE4MzIjODEjJDEjJDYjJDgz
김현석성형외과의원,의원,,,"서울특별시 강남구 압구정로28길 19, 한익빌딩 4층 (신사동)",서울,강남구,신사동,02-3442-7799,http://www.e-dream.co.kr,dream@e-dream.co.kr,,0,1,20171016,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzExIyQxIyQzIyQ4OSQyNjE4MzIjODEjJDEjJDYjJDgz
꼬모의원,의원,,,"서울특별시 용산구 이태원로 237, 4층 (한남동)",서울,용산구,한남동,,https://www.youtube.com/@Healer_moonji,"contact@yozmad.com, yt-support-solutions-kr@google.com",,0,1,20250624,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzIxIyQxIyQxIyQ3MiQzNjEwMDIjODEjJDEjJDYjJDgz
꿈꾸는성형외과의원,의원,,,"서울특별시 강남구 강남대로 422, 8층 (역삼동)",서울,강남구,역삼동,02-552-3500,http://www.ggnps.com,webtick@gmail.com,아내가,0,1,20220520,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzExIyQxIyQ3IyQ4OSQyNjE4MzIjNDEjJDEjJDgjJDgz
끌로에의원,의원,,,"서울특별시 강남구 선릉로 823, 6층 (신사동)",서울,강남구,신사동,517-5667,http://www.chloe-ps.com/,team@madeinreal.com,,0,1,20080728,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzUxIyQxIyQ1IyQ5OSQzNjEyMjIjODEjJDEjJDIjJDgz
