hospital_name,address,naver_website,naver_phone
수유우태하피부과의원,"서울특별시 강북구 도봉로 329, 4층 (수유동)",,
수의원,"서울특별시 서초구 고무래로 32, 401호 (반포동, 반포메딕스)",https://youtube.com/@suyonseieyeclinic,02-537-7567
수이비인후과의원,"서울특별시 송파구 새말로 126, 1층 (문정동)",https://the1clinic.net/,02-402-0133
수이비인후과의원,"서울특별시 동대문구 답십리로 305, 2층 (장안동)",https://the1clinic.net/,02-2216-6122
수이비인후과의원,"서울특별시 서초구 태봉로 62, (우면동, 네이처프라자 403호)",https://the1clinic.net/,579-7575
수이비인후과의원,"서울특별시 마포구 상암산로1길 73, 302호 (상암동, 월드프라자)",https://the1clinic.net/,02-373-5075
수이비인후과의원,"서울특별시 관악구 신림로 318, 6층 (신림동, 청암두산위브센티움)",http://www.sooent.co.kr,02-878-4218
수이비인후과의원,"서울특별시 강남구 테헤란로 328, 동우빌딩 401,402호 (역삼동)",https://sooclinic.net/,508-4823
수재활의학과의원,"서울특별시 동대문구 사가정로 207, 5층 (장안동)",,
수지정형외과의원,"서울특별시 은평구 응암로 215, 3층 (응암동, 명남더블레스아파트2차)",http://www.soo365.co.kr/,02-734-5114
수포렌식의원,"서울특별시 양천구 목동중앙서로 48, 3층 (목동)",,
수피부과의원,"서울특별시 강남구 논현로 521, 1층 (역삼동)",http://www.sooskin.co.kr,02-555-7472
수피부과의원,"서울특별시 구로구 개봉로 49, 5층일부 (개봉동)",,
쉬즈애비뉴피부과의원,"서울특별시 강남구 언주로 859, 쉬즈,애비뉴빌딩 4층 (신사동)",,
스노우의원마곡점,"서울특별시 강서구 공항대로 206, 나인스퀘어 3층 301~309호 (마곡동)",https://magok-snow.co.kr/,02-2138-0770
스마일내과의원,"서울특별시 강북구 삼양로 433, 2,3층 (수유동)",http://www.smilewith.co.kr/,02-900-3375
스마일정형외과의원,"서울특별시 영등포구 도신로 235, 3층 (신길동)",http://www.smilebone.com/main,02-833-7779
스카치피부과의원,"서울특별시 서초구 동작대로 140, 송언빌딩 4층 (방배동)",,
시민내과의원,"서울특별시 마포구 대흥로 192-1, (대흥동)",,
시연유미코리아의원,"서울특별시 서초구 신반포로 189, 반포쇼핑타운 4동 3층 4,5호 (잠원동)",,
시원내과의원,"서울특별시 강북구 도봉로 217, 1층 (미아동)",http://속시원내과.com,02-987-1175
시즈의원,"서울특별시 강남구 도산대로57길 24, 2층 (청담동)",https://www.youtube.com/channel/UCQ5SHk4VxhTErb2q8X9GedQ,02-6207-1101
시청역성모정형외과의원,"서울특별시 중구 세종대로11길 30, 3층 (서소문동)",http://www.cityhallsungmo.co.kr,02-776-6600
시흥의원,"서울특별시 금천구 시흥대로 240, (시흥동)",https://blog.naver.com/mrodlu15,02-892-0642
신내우리의원,"서울특별시 중랑구 신내로 50-3, 3층 (신내동, 선일빌딩)",http://www.drwoori.com/index.asp,02-435-2277
신내탑의원,"서울특별시 중랑구 봉화산로 215, 2층 (신내동)",https://blog.naver.com/sinnaetop1,02-3423-3991
(의) 열린의료재단 동대문열린의원,"서울특별시 종로구 종로 335, 원풍빌딩 6층 (창신동)",,
(의) 열린의료재단 영등포열린의원,"서울특별시 영등포구 경인로 841, 영등포우체국 4,5층 (영등포동4가)",,
(주)제이시스메디칼부속의원,"서울특별시 강남구 강남대로 566, 신영와코루빌딩 1층 일부 (논현동)",,
365더튼튼의원,"서울특별시 구로구 경인로 191, 2,3층 (오류동)",,
365문정사랑의원,"서울특별시 송파구 송이로32길 37, 1층 (문정동, 문정푸르지오아파트)",,
365서울연합의원,"서울특별시 중랑구 망우로 463, 2층 (망우동)",,
365열린내과의원,"서울특별시 노원구 한글비석로 77, 3층 (하계동)",https://blog.naver.com/wonofhan,02-976-3658
365온(ON)가정의원,"서울특별시 중구 왕십리로 407, B1층 2호 (신당동, 신당 파인힐 하나유보라)",https://www.365onmedi.co.kr,02-6212-0365
365코이의원,"서울특별시 강남구 강남대로118길 12, 부경빌딩 3층, 4층일부, 5층 (논현동)",https://365koi.imweb.me,02-540-0442
365한국신통의원,"서울특별시 광진구 면목로 174, 2층 (중곡동)",,
365휘경사랑의원,"서울특별시 동대문구 망우로 77, 2층 (휘경동)",,
365힐링의원,"서울특별시 강동구 천호대로 1087, 2층 201호 (천호동, 진넥스빌Ⅲ)",http://365hmc.co.kr,02-475-3650
815의원,"서울특별시 강남구 논현로 822, 로뎀빌딩 4,5,6층 (신사동)",https://knockknockplant.co.kr/,02-515-8150
BJ 라임의원,"서울특별시 관악구 과천대로 939, 르메이에르강남타운2 (남현동)",https://blog.naver.com/tahiti1001,02-588-1110
BLS(비엘에스)의원,"서울특별시 강남구 도산대로67길 13-5, BLS클리닉빌딩 1,2,3,6층 (청담동)",http://www.blsclinic1.com/,02-544-4841
CL성형외과의원,"서울특별시 노원구 동일로 1392, 5층 (상계동, 노원한일빌딩)",https://clps6522.co.kr/,02-933-6522
Dr홍연합의원,"서울특별시 송파구 토성로 78, 203호 (풍납동)",,
S아이니의원,"서울특별시 구로구 도림로 90, 혜성빌딩 5층 (구로동)",,
가든내과의원,"서울특별시 마포구 마포대로 52, (도화동, 고려아카데미텔Ⅱ)",,
가락마취통증의학과의원,"서울특별시 송파구 중대로 68, 4층 405호 (문정동, 훼미리 샤르망)",http://www.seoulmedicalcenter.co.kr/,02-406-7582
가재울정내과의원,"서울특별시 서대문구 가재울미래로 2, 별동상가동 3층 304-1,2/305-1,2호 (남가좌동, DMC파크뷰자이)",,
가족건강의원,"서울특별시 도봉구 해등로 218, (쌍문동)",,
가톨릭정형외과의원,"서울특별시 중랑구 면목로 357, 3,4층 (면목동, 삼일빌딩)",http://www.cmcseoul.or.kr/,02-2207-7711
강가정의학과의원,"서울특별시 동대문구 서울시립대로 31, 102동 201호 (전농동, 동아아파트)",http://www.drkang4u.com/,02-2244-2335
강가정의학과의원,"서울특별시 마포구 방울내로 70, 2층 (망원동)",http://www.drkang4u.com/,02-337-8645
강남365가정의학과의원,"서울특별시 강남구 학동로 346, 강남구청역 지하1층 102호 (삼성동)",https://bit.ly/3WuYN7n,02-3442-7668
강남닥터에버스의원,"서울특별시 강남구 강남대로 458, 남영빌딩 8~10층 (역삼동)",https://evers15.co.kr/,02-2138-0777
강남더의원,"서울특별시 강남구 학동로 342, 에스케이 허브블루 4층 404호 (논현동)",http://the1seoul.com,0507-1327-7975
강남디렉터의원,"서울특별시 서초구 서초대로77길 62, 강남역 IPARK L108호 제108호~113호 (서초동)",https://blog.naver.com/sfdfsdf772,02-6010-1300
강남리즈의료생활협동조합 강남리즈의원,"서울특별시 구로구 도림로23길 2, 한호빌딩 2층 (구로동)",http://leedsclinic.co.kr/,863-0075
강남미앤미의원,"서울특별시 서초구 강남대로 439, 유화빌딩 8층 901호 (서초동)",http://gn.branch.mimimi.co.kr/event/event_list.php,02-567-1102
강남미의원,"서울특별시 강남구 테헤란로 128, 6층 (역삼동, 성곡빌딩)",http://www.kojskin.com,564-7328
강남바른내과의원,"서울특별시 강남구 선릉로 324, SH타워 4층 (대치동)",http://jeongham.com/,02-6232-7500
강남밴스의원,"서울특별시 서초구 강남대로 411, 12~13층 (서초동)",https://gangnam.vandsclinic.co.kr/?channel=4149,
강남브이에스(VS)라인의원,"서울특별시 강남구 테헤란로 107, 메디타워 3층 (역삼동)",,
강남삼성내과의원,"서울특별시 강남구 봉은사로 111, 7층 (논현동)",http://www.samsunghospital.com/,02-546-8004
강남삼성성형외과의원,"서울특별시 강남구 강남대로 506, 광명빌딩 5층 502호 (논현동)",https://youtube.com/@bstps,02-3477-4700
강남성모내과의원,"서울특별시 동작구 동작대로 89, 골든시네마타워 6층 602-1호 (사당동)",http://knsungmo.ilikedoc.kr,02-581-7582
강남성모내과의원,"서울특별시 강남구 개포로 615, 4층 402-2호 (개포동, 석탑프라자)",http://knsungmo.ilikedoc.kr,02-459-0105
강남쏘울의원,"서울특별시 강남구 선릉로129길 22, 고영빌딩 2층 (논현동)",,
강남연세소아과의원,"서울특별시 강남구 역삼로 310, 한솔필리아 222호 (역삼동)",http://연세강남정형외과.com,508-2776
강남의원,"서울특별시 종로구 자하문로 58, 4층 (창성동, 강락빌딩)",http://www.whasang.co.kr/,02-737-2880
강남의원,"서울특별시 강북구 오현로32길 4-8, (번동, 동보프라자빌딩)",https://youtube.com/@iMEDTV-xc8go,02-987-1124
강남의원,"서울특별시 송파구 마천로51길 2, 2층 (마천동, 수정빌딩)",https://youtube.com/@iMEDTV-xc8go,02-408-7999
강남조앤조내과소아과의원,"서울특별시 강남구 강남대로 420, 3층 (역삼동, 역삼빌딩)",,
강남푸른정형외과의원,"서울특별시 강남구 도곡로 449, 1층 (대치동)",,
강남플랜에스의원,"서울특별시 강남구 강남대로 408, YBM강남센터 B1,2층 (역삼동)",http://www.plansclinic.com,02-2135-6365
강남피어봄의원,"서울특별시 서초구 강남대로 365, 대우도씨에빛 1차 3층 301, 302호 (서초동)",http://gn.pieobom.com/,02-1644-8343
강남훈내과의원,"서울특별시 광진구 뚝섬로56길 46, 2층 (자양동, 근정빌딩)",,
강내과의원,"서울특별시 성동구 용답중앙15길 2, 2층 (용답동)",https://www.kangsclinic.kr,02-2243-3373
강동성신의원,"서울특별시 송파구 백제고분로 457, (방이동)",,
강동신경외과의원,"서울특별시 강동구 상암로 191, 명성빌딩 4층 (명일동)",,
강동연세내과의원,"서울특별시 강동구 올림픽로 782, 3층 (암사동, 501타워)",https://ysdreamingdc.com/,02-3426-7575
강동중앙내과외과의원,"서울특별시 강동구 양재대로 1458, 3층 (길동)",https://blog.naver.com/drcheon,02-6953-0790
강동한내과의원,"서울특별시 강동구 성안로 156, 7층 (길동, 우주빌딩)",http://kdhanmed.com,02-488-0878
강북삼성의원,"서울특별시 성북구 화랑로40길 54, 지상3,4층 (석관동, 영원빌딩)",http://www.kangbsclinic.com/,02-965-6900
강북서울외과의원,"서울특별시 강북구 솔샘로 233, (미아동)",http://www.kbseoulsurgery.co.kr/,02-988-4640
강북서울의원,"서울특별시 강북구 월계로7나길 8, (미아동)",http://www.barogood.co.kr,02-988-8275
강북성모내과의원,"서울특별시 강북구 도봉로 205, 3층 (미아동)",http://www.신통한성모.com/,02-6011-3259
강북제일외과의원,"서울특별시 은평구 역말로 101, 토마스빌딩 2,3층 (역촌동)",,
강비뇨기과의원,"서울특별시 강서구 방화동로 10-2, 수영빌딩 2층 (공항동)",,
강서365의원,"서울특별시 강서구 화곡로 110, 3층 (화곡동)",https://bit.ly/40yAMgV,02-2606-6646
강서동남의원,"서울특별시 양천구 남부순환로 360, (신월동)",,
강서바른내과의원,"서울특별시 강서구 양천로 683, 3층 (염창동)",http://yonseibarunpain.co.kr/,02-3661-2580
강서비뇨기과의원,"서울특별시 강서구 양천로 73, 302호 (방화동)",https://www.youtube.com/@MEGA_UrologyClinic,02-2662-9285
강서성모내과의원,"서울특별시 강서구 양천로 658, 302호 (염창동, 양화진빌딩)",,
강서신경외과의원,"서울특별시 강서구 강서로56길 106, 화운빌딩 2,3,4,5층 (등촌동)",http://www.dupaloclinic.com/,02-3663-2500
강서중앙의원,"서울특별시 강서구 강서로18가길 4, (화곡동)",http://magokhospital.com/index.php,02-2693-0537
강소아과의원,"서울특별시 도봉구 덕릉로 253, (창동)",,
강인한소아청소년과의원,"서울특별시 은평구 수색로 322, 상가2층 205, 206호 (수색동)",https://blog.naver.com/strong_ped,02-304-0759
강재활의학과닥터포유의원,"서울특별시 동대문구 장한로 119, 304호 (장안동)",,
강지혜소아청소년과의원,"서울특별시 송파구 거마로 61, 401호 (마천동, 한스어반타워)",,
강피부과의원,"서울특별시 금천구 시흥대로 228, 2층 (시흥동)",https://blog.naver.com/nanaskin,02-893-8546
강피부과의원,"서울특별시 성북구 동소문로20가길 56, 2층 (동선동1가, 명기빌딩)",https://blog.naver.com/nanaskin,02-3443-1010
강한미(美)의원,"서울특별시 관악구 신림로 339, (신림동)",,
강현수비뇨기과의원,"서울특별시 종로구 새문안로 103-1, (신문로1가)",,
건강드림의원,"서울특별시 은평구 진관4로 77, 702동 114호,113호 (진관동, 상림마을)",http://healthdreamh.com,02-382-5575
건강한 가정의학과의원,"서울특별시 강서구 곰달래로25길 33, 2,3층 (화곡동)",,
건강한내과의원,"서울특별시 도봉구 도봉로 729, 2층 (방학동)",https://pf.kakao.com/_rxaRxixl,02-956-7588
건강한내과의원,"서울특별시 송파구 충민로2길 24, (장지동, 리더스플라자 401호)",https://pf.kakao.com/_rxaRxixl,02-424-2842
건강한성심의원,"서울특별시 중랑구 용마산로 503, 2~5층 (망우동)",,
건대톡스앤필의원,"서울특별시 광진구 아차산로 237, 삼진빌딩 3, 5층 (화양동)",http://www.toxnfill6.com/,02-6235-1567
건우내과의원,"서울특별시 광진구 면목로 113-1, (중곡동)",,
경이비인후과의원,"서울특별시 송파구 충민로2길 24, (장지동)",,
경희큰나무의원,"서울특별시 강동구 올림픽로98길 57, 2층 (암사동)",,
고광송일반외과의원,"서울특별시 구로구 고척로 148, (고척동)",,
고덕메이퓨어의원,"서울특별시 강동구 동남로73길 26, 고덕복합빌딩 315, 316호 (명일동, 고덕복합빌딩)",https://pf.kakao.com/_qkHdT/53002356,
고덕성심소아청소년과의원,"서울특별시 강동구 고덕로 380, 고덕아르테온아파트(상가2동) 2층 202호 (상일동)",,
고려가정의학과의원,"서울특별시 도봉구 우이천로4길 32, 2층 (창동)",,
고려가정의학과의원,"서울특별시 마포구 독막로 10, 3층 (합정동)",,
고려가정의학과의원,"서울특별시 노원구 광운로 57, (월계동)",http://goodkorea.co.kr/,02-909-1175
고려의원,"서울특별시 노원구 상계로 309-1, 명륜빌딩 (상계동)",http://goodkorea.co.kr/,02-3391-7215
고배성이비인후과의원,"서울특별시 노원구 상계로 65, (상계동)",,
고운누리피부과의원,"서울특별시 서대문구 응암로 54, 서부프라자빌딩 3층 301호 (북가좌동)",https://gounnury.co.kr/,02-303-0297
고운맘소아청소년과의원,"서울특별시 송파구 중대로 80, 문정프라자 3층 (문정동)",https://short.ddocdoc.com/wxtxyd,02-409-5275
고운맘소아청소년과의원,"서울특별시 관악구 난곡로 50, 2층 (신림동, 자연빌딩)",https://short.ddocdoc.com/wxtxyd,02-853-7705
고은가정의학과의원,"서울특별시 마포구 만리재로 27, (신공덕동)",,
고은가정의학과의원,"서울특별시 광진구 능동로13길 11, 2,3층 (화양동)",,
고은나라의원,"서울특별시 금천구 시흥대로 214, 6층 (시흥동, 비즈메드)",,
고척성모의원,"서울특별시 구로구 중앙로15길 29, (고척동)",http://eyejoeun.co.kr/,02-2684-3137
고트의원,"서울특별시 서초구 강남대로 375, 602~610호 (서초동, 서초현대타워아파트)",,
고피부과의원,"서울특별시 송파구 동남로 211, 3층 (가락동, 영남빌딩)",,
골드지(G)의원,"서울특별시 서초구 사임당로 38, 3층 (서초동)",http://goldg-ps.com/,02-585-1006
골드해피미래의원,"서울특별시 강남구 논현로 630, (논현동)",,
공덕닥터에버스의원,"서울특별시 마포구 도화길 43, 나눔빌딩 3층 303,304,309,310호 (도화동)",https://evers16.co.kr/,02-711-1606
공덕멜로우피부과의원,"서울특별시 마포구 만리재로 22, 2층 206호, 207호, 208호, 209호, 210호 (신공덕동)",https://doctormellow-gd.com/,02-716-1368
공릉의원,"서울특별시 노원구 공릉로 147, 2층 (공릉동, 기업은행 공릉동지점)",http://www.ysbang.net,02-974-2588
곽내과의원,"서울특별시 종로구 자하문로 58, 3층 (창성동)",https://www.instagram.com/kwak_hospital,02-735-5135
곽피부과의원,"서울특별시 동작구 노량진로 162, (노량진동)",,
관악성모의원,"서울특별시 관악구 쑥고개로 51-1, (봉천동)",https://gsment.kr,02-889-5353
관악우태하피부과의원,"서울특별시 관악구 관악로 168, 405,406호 (봉천동, 디오슈페리움2단지)",,
관악정다운의료복지사회적협동조합정다운우리의원,"서울특별시 관악구 신림로 206, 태영빌딩 2층 (신림동)",https://blog.naver.com/jungmc2020,02-871-2497
광재의원,"서울특별시 은평구 응암로 226-1, 1,2층 (응암동)",,
광지의원,"서울특별시 강남구 학동로97길 15, 1층 (청담동)",,
광화문닥터김이비인후과의원,"서울특별시 종로구 세종대로 159, 6층 (세종로)",,
광화문참바른정형외과의원,"서울특별시 종로구 무교로 39, 3,4,5,6층 (서린동)",https://chambarunclinic.com/,02-722-7582
구로세란의원,"서울특별시 구로구 디지털로 227, 새안빌딩 3층 (가리봉동)",,
구로센트럴이비인후과의원,"서울특별시 구로구 경인로 176, 4층 (오류동, 시티월드)",,
구로연세의원,"서울특별시 구로구 구로중앙로 16, 2,3층 (구로동)",http://www.sarangmoa.co.kr/,02-858-7776
구로의원,"서울특별시 구로구 구로동로 128, (구로동)",http://www.goodmclinic.com/,02-865-0664
구로제일정형외과의원,"서울특별시 구로구 구로동로 118, 2층 (구로동)",http://seumjeil.com,02-853-7555
구로튼튼의원,"서울특별시 구로구 도림로 67, (구로동,2층)",,
구름의자의원,"서울특별시 강남구 논현로 841, (신사동, 제이비 미소빌딩, 206호 일부)",,
구민내과의원,"서울특별시 은평구 서오릉로 204, 2층 (갈현동)",,
구앤서이비인후과의원,"서울특별시 강북구 오현로32길 3, 2층 (번동)",,
구앤장마취통증의학과피부과의원,"서울특별시 관악구 남부순환로 1805, 에이스에이존 201호 (봉천동)",https://kncpain.com/,02-882-0234
구의중앙의원,"서울특별시 광진구 자양로 285, 2층 (구의동)",,
구일가정의원,"서울특별시 구로구 구일로10길 49, (구로동, 다원그린빌)",,
구일굿모닝내과의원,"서울특별시 구로구 구일로 110, 해원리버파크 3층 (구로동)",,
국방의원,"서울특별시 용산구 이태원로 22, (용산동3가)",,
국홍일국정표피부과의원,"서울특별시 서초구 강남대로 221, 양재역환승주차장 302호 (양재동)",https://www.modoodoc.com/hospital/5036/국홍일국정표-피부과의원-서울-양재동,02-574-0901
굳쎈정형외과의원,"서울특별시 노원구 동일로 1673, 상계빌딩 4,3,2층 302호, 202호 (상계동)",,
굿닥터의원,"서울특별시 양천구 곰달래로5길 37, 105호 (신월동, 태영아파트상가)",https://blog.naver.com/gooddoctorclinicgo,2606-1119
굿모닝내과의원,"서울특별시 강북구 한천로105길 7, 2층 (번동)",https://www.youtube.com/@user-rd5gg1fz5y,02-989-1173
굿모닝박내과의원,"서울특별시 동대문구 천호대로 425, 4층 (장안동)",,
굿모닝소아청소년과의원,"서울특별시 노원구 동일로204가길 12, 홈플러스 지하2층 (중계동)",https://www.gmorning.net,02-977-7530
굿모닝의원,"서울특별시 구로구 개봉로3길 76, (개봉동)",https://blog.naver.com/paulhahm,02-2066-7588
굿모닝의원,"서울특별시 강남구 삼성로 212, (대치동, 은마상가 A블럭 212-1)",https://blog.naver.com/hazeing,02-561-7533
굿모닝의원,"서울특별시 강서구 공항대로 437, 2층 (등촌동)",https://blog.naver.com/good_ent,02-3663-3005
굿모닝의원,"서울특별시 양천구 목동중앙본로 113, 2층 (목동)",https://www.youtube.com/@user-rd5gg1fz5y,02-6080-1316
굿모닝의원,"서울특별시 강동구 올림픽로 654, 삼영빌딩 3층 1호 (천호동)",https://www.gmorning.net/,02-482-3112
굿모닝의원,"서울특별시 광진구 자양로9길 77, 4층 (자양동)",http://www.gm7175.com/,02-456-1600
굿모닝정형외과의원,"서울특별시 강북구 도봉로 190, (미아동, 비전빌딩)",http://www.gmnh.co.kr/,02-986-8411
굿모닝플러스외과의원,"서울특별시 성북구 종암로 120, (종암동)",https://blog.naver.com/sgoodmorning,02-909-2296
굿모닝플러스의원,"서울특별시 관악구 난곡로31길 5, 2층 (신림동, 성수빌딩)",,
굿본정형외과재활의학과의원,"서울특별시 마포구 양화로 156, LG팰리스빌딩 2층 204~207호 (동교동)",http://www.goodbone.net,02-336-2296
굿앤웰내과소아청소년과의원,"서울특별시 송파구 올림픽로 212, 207호,208호 (잠실동, 갤러리아팰리스)",,
권가정의학과의원,"서울특별시 영등포구 신풍로 46, 2층 (신길동)",,
권소아청소년과의원,"서울특별시 은평구 응암로 308, 301호 (응암동)",,
권오민마취통증의학과의원,"서울특별시 노원구 동일로 1379, 5층 (상계동, 다모아빌딩)",,
권피부과의원,"서울특별시 중랑구 겸재로 178, 2층 (면목동)",,
권피부과의원,"서울특별시 구로구 구로중앙로 68, 313,314호 (구로동, 신안타워)",,
권현민내과의원,"서울특별시 양천구 목동남로4길 2, 203호 (신정동, 세양청마루2차 주상복합상가)",,
규피부과의원,"서울특별시 강서구 양천로 556, 304호 (등촌동, 강서메디칼센터)",,
그린소아과의원,"서울특별시 관악구 신림로 169, 401호 (신림동, 영창빌딩)",,
그린소아청소년과의원,"서울특별시 송파구 오금로32길 35, 2층 201호 (송파동)",https://blog.naver.com/greenped2017,02-420-6006
그린소아청소년과의원,"서울특별시 강남구 영동대로137길 3, 2층 일부 (청담동)",https://blog.naver.com/greenped2017,02-543-0577
글로벌케어내과의원,"서울특별시 강남구 언주로30길 39, 린스퀘어, 4층일부 (도곡동)",,
금천대윤정형외과의원,"서울특별시 금천구 시흥대로 381, (독산동)",,
금천연세정형외과의원,"서울특별시 금천구 금하로 720, 에벤에셀프라자 204호 (시흥동)",http://www.masteryonsei.com/,02-809-7622
금호의원,"서울특별시 성동구 행당로 35, 1층 (금호동1가)",https://blog.naver.com/toximble9500,02-2291-2543
기린아이소아청소년과의원,"서울특별시 성북구 월계로 52, 5층 501호 (하월곡동)",,
기분좋은연세365의원,"서울특별시 은평구 응암로 223, 2층 3층 (응암동)",,
기쁨소아청소년과의원,"서울특별시 노원구 동일로216길 70, 1층 (상계동, 상계주공4단지아파트)",http://www.gibbeumhospital.com/,02-931-7724
기앤미의원,"서울특별시 영등포구 의사당대로1길 11, 2층 (여의도동, 메종리브르오피스텔)",,
길내과의원,"서울특별시 광진구 광나루로56길 34, (구의동)",http://bareungil.com,02-456-8197
김경환이비인후과의원,"서울특별시 성동구 행당로 84, 307호 (행당동, 행당한진타운종합상가)",,
김규리소아청소년과의원,"서울특별시 동대문구 장한로 119, 322호 (장안동, 장안삼성쉐르빌)",,
김낙인피부과의원,"서울특별시 용산구 한강대로 259, 210,211호 (갈월동, 고려에이트리움)",,
김남일의원,"서울특별시 도봉구 도봉로 727-1, 5,6층 (방학동)",,
김대현내과의원,"서울특별시 노원구 동일로191길 28, 2층 (공릉동)",,
김덕현피부과의원,"서울특별시 강남구 강남대로 532, 2층 (논현동, 신성빌딩)",,
김두영정형외과의원,"서울특별시 영등포구 신길로 145, (신길동)",,
김명애피부과의원,"서울특별시 서초구 사평대로 18, 학림빌딩 202호중 일부(표시상203호)호 (방배동)",,
김병철의원,"서울특별시 도봉구 노해로65길 14-3, (창동)",,
김상대내과의원,"서울특별시 송파구 동남로 138, (문정동)",https://blog.naver.com/odksd,02-431-0098
김선영소아과의원,"서울특별시 성북구 동소문로 190, 202호 (돈암동, 중앙빌딩)",,
김성남내과의원,"서울특별시 양천구 목동동로 435, 305~309호 (목동, 화성프라자)",,
김성옥소아청소년과의원,"서울특별시 강서구 수명로 80, 베스트프라자빌딩 2층 201,202-1,202-2호 (내발산동)",http://pf.kakao.com/_bcVrxb,02-2666-3375
김성호피부과의원,"서울특별시 광진구 뚝섬로 558, (자양동)",https://kimsunghofm.kr,02-456-9721
김성훈가정의학과의원,"서울특별시 관악구 당곡길 28, (봉천동)",,
김성훈가정의학과의원,"서울특별시 은평구 갈현로41길 10-1, (갈현동)",,
김수진내과의원,"서울특별시 동작구 보라매로5가길 16, 502호 (신대방동)",,
김스의원,"서울특별시 강남구 압구정로80길 37, 3층 (청담동)",,
김승욱내과의원,"서울특별시 용산구 만리재로 134, (서계동, 파리바게뜨제과)",,
김애경내과의원,"서울특별시 영등포구 양평로 22, 10층 (당산동6가)",https://blog.naver.com/akyclinic,02-2636-3721
김앤김피부과의원,"서울특별시 강동구 천호대로 1027, (천호동, 일동통상천호빌딩)",http://www.ukims.co.kr/,02-470-0579
김앤박마취통증의학과의원,"서울특별시 은평구 갈현로 8, 2층 (신사동)",,
김앤유이비인후과가정의학과연합의원,"서울특별시 은평구 진관4로 37, 820동 114,115호 (진관동, 롯데캐슬)",,
김연일정형외과의원,"서울특별시 용산구 이촌로84길 9-18, (이촌동)",,
김영대마취통증의학과의원,"서울특별시 동대문구 홍릉로 6-2, 2층 (청량리동)",,
김영주내과의원,"서울특별시 노원구 섬밭로 258, 건영옴니백화점 5층 (중계동)",,
김영주이비인후과의원,"서울특별시 강동구 동남로73길 26, 3층 (명일동)",,
김영환내과의원,"서울특별시 은평구 은평로 219, 2층 (녹번동)",,
김용호소아청소년과의원,"서울특별시 금천구 독산로 139, 2층 (시흥동)",,
김이중피부과의원,"서울특별시 강동구 양재대로 1355, (성내동)",,
김인주연세가정의학과의원,"서울특별시 서대문구 홍은중앙로 89, (홍은동)",,
김인철의원,"서울특별시 관악구 시흥대로 558-1, 4층 (신림동, G 밸리마인드)",,
김재만내과의원,"서울특별시 은평구 응암로 179, 2층 (응암동)",,
김재연내과의원,"서울특별시 금천구 금하로 763, 201호 (시흥동, 벽산2차 중심상가)",,
김재준피부과의원,"서울특별시 관악구 관악로 231-1, 3층 (봉천동)",,
김재학내과의원,"서울특별시 마포구 큰우물로 53, 402호 (염리동)",,
김정일정신건강의학과의원,"서울특별시 강남구 선릉로 603, 3층 (논현동)",http://kimspsychiatry.com/,02-540-7576
김정피부과의원,"서울특별시 성북구 동소문로 315, 지상8층 (길음동, 현대아파트)",,
김주예소아청소년과의원,"서울특별시 서대문구 증가로 129, 2층 (남가좌동)",,
김주필의원,"서울특별시 성동구 아차산로7가길 1, (성수동2가)",,
김지수피부과의원,"서울특별시 구로구 개봉로 57-1, 2층 (개봉동)",,
김지은피부과의원,"서울특별시 송파구 송파대로 345, 1A동 3041호일부,3042호 (가락동, 헬리오시티)",,
김지혜소아청소년과의원,"서울특별시 중랑구 신내로 225, 2층 (신내동, 디아뜨갤러리)",,
김진권피부과의원,"서울특별시 강남구 일원로 33, 금성빌딩 (일원동)",,
김진아소아과의원,"서울특별시 구로구 고척로 142-1, (고척동)",https://short.ddocdoc.com/jjbqre,02-2616-4119
김진의원,"서울특별시 마포구 망원로 78, (망원동)",,
김차현내과의원,"서울특별시 성동구 왕십리로 275, (행당동)",,
김철수가정의학과의원,"서울특별시 영등포구 도신로64길 10, 2, 3층 (신길동)",http://kcsclinic.com,02-842-8802
김철우내과의원,"서울특별시 중랑구 동일로 925, 2층 (묵동)",,
김피부과의원,"서울특별시 강북구 도봉로 53, (미아동)",http://www.laser2u.com/,02-980-5687
김학수정형외과의원,"서울특별시 은평구 갈현로 30, 2,3층 (신사동)",,
김한중피부과의원,"서울특별시 중랑구 신내로 82, 301호 (신내동, 금강프라자)",,
김현중비뇨기과의원,"서울특별시 서초구 남부순환로 2614, 306호 (양재동)",,
김형석소아과의원,"서울특별시 용산구 원효로 51, 315호 (산천동, 삼성테마트)",http://www.bondiol.com/,02-718-8982
김형준가정의학과의원,"서울특별시 광진구 자양로 160, 2층 (구의동)",,
김효석내과의원,"서울특별시 성북구 종암로 80, (종암동)",,
김희옥피부과의원,"서울특별시 성동구 독서당로 300, 5층 (금호동4가)",,
김희중비뇨기과의원,"서울특별시 성동구 왕십리로 320, W에비뉴타워 201호 (도선동)",,
까치산내과의원,"서울특별시 강서구 강서로13길 3, 5층 (화곡동)",http://www.madimadi.com/,02-2065-9988
꽃길의원,"서울특별시 종로구 대학로 1, 경인빌딩 201호 (종로5가)",,
꽃소아청소년과의원,"서울특별시 양천구 오목로 62, 4층 (신월동)",https://short.ddocdoc.com/lgxhrf,02-2135-1156
꿈나무소아청소년과의원,"서울특별시 마포구 마포대로 143, 226호 (공덕동, 마포공덕파크팰리스2)",http://dreamtree.qrsvc.com/,02-715-6215
